start_time,end_time,dominant_object,non_dominant_object,interaction_type
226.5444,226.5667,Hand,FailOnTouchObstacleMed,Pushed
226.5655,227.6938,Hand,FailOnTouchObstacleMed,PickedUp
226.5667,226.7333,Hand,FailOnTouchObstacleShort,LeftGate
226.5667,228.3889,Hand,FailOnTouchObstacleLong,LeftGate
226.5778,227.7556,Hand,FailOnTouchObstacleMed,RightGate
226.8,228.3445,HandToWrist,FailOnTouchObstacleLong,LeftGate
227.2111,227.9,WristToElbow,FailOnTouchObstacleLong,LeftGate
228.8443,230.1736,Hand,FailOnTouchObstacleLong,PickedUp
228.8667,228.9333,Hand,FailOnTouchObstacleShort,LeftGate
228.8778,228.9,Hand,FailOnTouchObstacleLong,RightGate
229.5111,230.2444,Hand,FailOnTouchObstacleLong,RightGate
231.5444,231.7444,Hand,FailOnTouchObstacleLong,RightGate
231.5444,231.7444,Hand,FailOnTouchObstacleShort,LeftGate
231.6222,231.6778,HandToWrist,FailOnTouchObstacleLong,RightGate
232.0444,232.1445,Hand,FailOnTouchObstacleShort,Pushed
232.0778,232.1333,Hand,FailOnTouchObstacleShort,RightGate
232.9444,,Hand,FailOnTouchObstacleShort,Pushed
232.9667,,Hand,FailOnTouchObstacleShort,RightGate
232.9774,,Hand,FailOnTouchObstacleShort,PickedUp
232.9778,232.9889,Hand,FailOnTouchObstacleShort,LeftGate
233.0333,233.0778,Hand,FailOnTouchObstacleShort,LeftGate
233.2444,,HandToWrist,FailOnTouchObstacleShort,Pushed
