time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
151.6,-0.0188,0.7579,-0.3067,313.8086,338.9412,13.6092
151.6111,-0.0191,0.7582,-0.3065,313.894,339.0387,13.626
151.6222,-0.0191,0.7582,-0.3063,313.9463,339.0731,13.6575
151.6333,-0.0192,0.7583,-0.306,313.9352,339.0396,13.665999999999999
151.6445,-0.0193,0.7582,-0.3056,313.8985,338.9606,13.6585
151.6556,-0.0192,0.7581,-0.3054,313.7822,338.8754,13.5537
151.6667,-0.0192,0.7582,-0.3054,313.659,338.8318,13.4265
151.6778,-0.0192,0.7582,-0.3053,313.5609,338.8174,13.4144
151.6889,-0.0194,0.7583,-0.3052,313.4847,338.832,13.5253
151.7,-0.0195,0.7582,-0.3052,313.4247,338.8579,13.5664
151.7111,-0.0194,0.7583,-0.3051,313.3663,338.9514,13.5111
151.7222,-0.0194,0.7584,-0.305,313.3154,339.0026,13.4633
151.7333,-0.0191,0.7586,-0.3052,313.2831,338.9912,13.5042
151.7444,-0.0191,0.7586,-0.3052,313.2743,338.9489,13.5887
151.7556,-0.0189,0.7587,-0.3053,313.3311,338.8364,13.7148
151.7667,-0.0189,0.7587,-0.3053,313.3585,338.7702,13.7817
151.7778,-0.0188,0.7587,-0.3055,313.4114,338.6927,13.8233
151.7889,-0.0185,0.7586,-0.3055,313.4345,338.6597,13.8746
151.8,-0.0185,0.7585,-0.3056,313.4329,338.6431,13.9537
151.8111,-0.0184,0.7586,-0.3055,313.3846,338.7509,13.9246
151.8222,-0.0186,0.7589,-0.3053,313.3671,338.8076,13.8817
151.8333,-0.0184,0.759,-0.3051,313.3049,338.8869,13.7758
151.8445,-0.0182,0.7591,-0.3048,313.2577,338.9312,13.702
151.8556,-0.0179,0.7594,-0.3043,313.2259,338.9502,13.5815
151.8667,-0.0175,0.7598,-0.3037,313.2515,338.9489,13.5605
151.8778,-0.0172,0.7603,-0.3031,313.3378,338.9597,13.5944
151.8889,-0.0167,0.7606,-0.3026,313.4519,339.0163,13.5815
151.9,-0.0162,0.7615,-0.302,313.6733,339.1761,13.4947
151.9111,-0.0156,0.7622,-0.3013,313.7862,339.2226,13.4903
151.9222,-0.0148,0.763,-0.3003,313.8613,339.2861,13.4939
151.9333,-0.0142,0.7639,-0.2991,313.8595,339.4435,13.3975
151.9444,-0.0132,0.7649,-0.2978,313.8166,339.5038,13.3837
151.9556,-0.0124,0.7658,-0.2964,313.7769,339.3608,13.7313
151.9667,-0.0116,0.7666,-0.2948,313.7029,339.2909,14.1028
151.9778,-0.0107,0.7672,-0.2928,313.4694,339.1833,14.3265
151.9889,-0.0097,0.7681,-0.2911,313.2968,339.1683,14.1974
152.0,-0.0086,0.7688,-0.2891,313.07099999999997,339.2212,13.8301
152.0111,-0.0086,0.7688,-0.2891,313.07099999999997,339.2212,13.8301
152.0222,-0.0065,0.7706,-0.2851,312.6576,339.5734,12.6639
152.0333,-0.0058,0.7716,-0.2834,312.6949,339.7189,12.8864
152.0444,-0.0058,0.7716,-0.2834,312.6949,339.7189,12.8864
152.0556,-0.0044,0.7738,-0.2795,313.0471,339.26300000000003,14.4663
152.0667,-0.0044,0.7738,-0.2795,313.0471,339.26300000000003,14.4663
152.0778,-0.0036,0.7748,-0.2775,313.204,338.9679,14.9856
152.0889,-0.0025,0.7758,-0.2754,313.4226,338.5306,15.4172
152.1,-0.0016,0.7767,-0.2732,313.536,338.284,15.6697
152.1111,-0.0006,0.7773,-0.2708,313.5497,338.0528,15.5428
152.1222,0.0005,0.778,-0.2687,313.4407,337.8069,15.1555
152.1333,0.0019,0.7788,-0.2667,313.4662,337.6848,14.7554
152.1445,0.0033,0.7799,-0.2648,313.6799,337.6641,14.4715
152.1556,0.0045,0.7809999999999999,-0.2629,314.0649,337.7354,15.1816
152.1667,0.0056,0.782,-0.2608,314.3943,337.876,15.6631
152.1778,0.0068,0.7832,-0.2587,314.788,338.381,15.9151
152.1889,0.0085,0.7843,-0.2564,315.0601,339.1084,15.5442
152.2,0.0104,0.785,-0.2542,315.0653,339.7031,14.8388
152.2111,0.0125,0.7859999999999999,-0.2522,314.9871,340.0635,14.4462
152.2222,0.0145,0.7865,-0.2501,314.712,340.2863,14.2576
152.2333,0.0164,0.7869,-0.248,314.5449,340.3249,14.5829
152.2444,0.0187,0.7872,-0.2459,314.3662,339.7824,15.7677
152.2556,0.0206,0.7874,-0.2444,314.4659,338.9308,16.852
152.2667,0.0225,0.7881,-0.2427,314.684,338.5832,17.225
152.2778,0.0242,0.7887,-0.2411,315.1003,338.3188,17.4764
152.2889,0.026000000000000002,0.7893,-0.2395,315.5549,338.0695,17.8102
152.3,0.0278,0.7898,-0.2377,315.9438,337.8666,18.1932
152.3111,0.0291,0.79,-0.2356,316.4848,338.0233,18.3502
152.3222,0.0304,0.7903,-0.2336,316.9384,338.1237,18.6052
152.3333,0.0315,0.7905,-0.2311,317.4383,338.2282,18.9732
152.3445,0.0328,0.7904,-0.2288,318.0739,338.1065,19.285
152.3556,0.0346,0.7902,-0.2266,318.6531,337.6564,18.7662
152.3667,0.0364,0.7899,-0.2246,319.0239,337.3139,18.4331
152.3778,0.0379,0.7895,-0.2226,319.3313,336.9488,18.0339
152.3889,0.0391,0.7889,-0.2208,319.6338,336.5866,18.2363
152.4,0.0403,0.7887,-0.2187,320.0571,336.1759,18.6374
152.4111,0.0417,0.7881,-0.2171,320.6208,335.6104,19.3594
152.4222,0.0431,0.7876,-0.2153,321.1284,335.24300000000005,19.6879
152.4333,0.0443,0.787,-0.2138,321.5721,335.0682,19.755
152.4444,0.0455,0.7863,-0.2121,321.8333,334.9795,19.5337
152.4556,0.0467,0.7855,-0.2104,321.6367,335.1827,18.8283
152.4667,0.0478,0.7846,-0.2087,321.6819,335.2278,18.7285
152.4778,0.0494,0.7842,-0.2076,321.6784,334.9456,19.1852
152.4889,0.0509,0.7839,-0.2071,322.1445,334.6406,19.4267
152.5,0.0521,0.784,-0.2059,323.0261,334.4082,19.7905
152.5111,0.0528,0.7853,-0.2071,325.1051,334.5493,20.6391
152.5222,0.0536,0.7861,-0.2065,326.6642,334.7624,21.4222
152.5333,0.0544,0.787,-0.2067,328.1442,335.0765,22.092
152.5444,0.0548,0.7868,-0.2059,328.866,335.3599,22.3255
152.5556,0.055999999999999994,0.7871,-0.2061,329.1969,335.6255,22.428
152.5667,0.057,0.7869,-0.2055,328.7625,335.9163,22.2565
152.5778,0.0592,0.7871,-0.2057,327.7722,336.051,21.5305
152.5889,0.0607,0.7869,-0.2056,327.339,336.0479,21.313000000000002
152.6,0.0622,0.787,-0.2057,326.7304,335.8451,21.1297
152.6111,0.0646,0.7874,-0.2059,326.0617,335.6631,20.7672
152.6222,0.0659,0.7877,-0.20600000000000002,325.5186,335.5962,20.5371
152.6333,0.0678,0.7879,-0.2068,324.8621,335.6415,20.3744
152.6445,0.0698,0.7884,-0.2072,324.3187,335.9244,20.2029
152.6556,0.0715,0.7886,-0.2078,323.8981,336.1535,20.1626
152.6667,0.0733,0.7889,-0.2081,323.6599,336.4235,20.3984
152.6778,0.0753,0.7891,-0.2086,323.5665,336.6023,20.6072
