object,x,y,z,width,height,depth
Target,0.2325,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleLong,0.0025,0.79,-0.075,0.15,0.12,0.05000001
FailOnTouchObstacleMed,-0.1975,0.79,-0.135,0.1,0.12,0.04999995
FailOnTouchObstacleShort,0.0425,0.79,-0.015,0.04999995,0.12,0.04999995
FailOnTouchObstacleShort-1,0.2725,0.79,-0.055,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong-1,-0.0875,0.79,0.085,0.15,0.12,0.05000001
FailOnTouchObstacleMed-1,0.1325,0.79,0.025,0.1,0.12,0.04999995
