time,FailOnTouchObstacleLong_pos_x,FailOnTouchObstacleLong_pos_y,FailOnTouchObstacleLong_pos_z,FailOnTouchObstacleLong_rot_x,FailOnTouchObstacleLong_rot_y,FailOnTouchObstacleLong_rot_z
91.47778000000001,-0.0375,0.79,-0.105,0.0,0.0,0.0
91.48889,-0.0375,0.79,-0.105,0.0002,0.0002,0.0002
91.5,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.51111999999999,-0.0375,0.79,-0.105,0.0005,0.0005,0.0005
91.52221999999999,-0.0375,0.79,-0.105,0.0005,0.0005,0.0005
91.53333,-0.0375,0.79,-0.105,0.0005,0.0005,0.0005
91.54445,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.55556,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.56667,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.57778,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.58889,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.6,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.61111,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.62222,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.63334,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.64445,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.65556,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.66667,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.67778,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.68889,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.7,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.71110999999999,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.72222,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.73334,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.74445,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.75555,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.76666999999999,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.77778,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.78889000000001,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.8,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.81111,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.82223,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.83334,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.84444,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
91.85556,-0.0375,0.79,-0.105,0.0004,0.0004,0.0004
