object,x,y,z,width,height,depth
Target,-0.1675,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleMed,-0.0675,0.79,-0.085,0.1,0.12,0.04999995
FailOnTouchObstacleLong,-0.1075,0.79,-0.165,0.15,0.12,0.05000001
FailOnTouchObstacleShort,0.2625,0.79,0.125,0.04999995,0.12,0.04999995
FailOnTouchObstacleShort-1,0.2325,0.79,-0.125,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong-1,0.0425,0.79,0.015,0.15,0.12,0.05000001
FailOnTouchObstacleMed-1,-0.0875,0.79,0.075,0.1,0.12,0.04999995
