time,FailOnTouchObstacleMed_pos_x,FailOnTouchObstacleMed_pos_y,FailOnTouchObstacleMed_pos_z,FailOnTouchObstacleMed_rot_x,FailOnTouchObstacleMed_rot_y,FailOnTouchObstacleMed_rot_z
863.8112,0.0625,0.79,-0.105,0.0,0.0,0.0
863.8223,0.0625,0.79,-0.105,0.0,0.0,0.0
863.8334,0.0625,0.79,-0.105,0.0,0.0,0.0
863.8445,0.0625,0.79,-0.105,0.0,0.0,0.0
863.8556,0.0625,0.79,-0.105,0.0,0.0,0.0
863.8667,0.0625,0.79,-0.105,0.0,0.0,0.0
863.8778,0.0625,0.79,-0.105,0.0,0.0,0.0
863.8889,0.0625,0.79,-0.105,0.0,0.0,0.0
863.9,0.0625,0.79,-0.105,0.0,0.0,0.0
863.9111,0.0625,0.79,-0.105,0.0,0.0,0.0
863.9222,0.0625,0.79,-0.105,0.0,0.0,0.0
863.9333,0.0625,0.79,-0.105,0.0,0.0,0.0
863.9445,0.0625,0.79,-0.105,0.0,0.0,0.0
863.9556,0.0625,0.79,-0.105,0.0,0.0,0.0
863.9667,0.0625,0.79,-0.105,0.0,0.0,0.0
863.9778,0.0625,0.79,-0.105,0.0,0.0,0.0
863.9889,0.0625,0.79,-0.105,0.0,0.0,0.0
864.0,0.0625,0.79,-0.105,0.0,0.0,0.0
864.0111,0.0625,0.79,-0.105,0.0,0.0,0.0
864.0222,0.0625,0.79,-0.105,0.0,0.0,0.0
864.0333,0.0625,0.79,-0.105,0.0,0.0,0.0
864.0445,0.0625,0.79,-0.105,0.0,0.0,0.0
864.0556,0.0625,0.79,-0.105,0.0,0.0,0.0
864.0667,0.0625,0.79,-0.105,0.0,0.0,0.0
864.0778,0.0625,0.79,-0.105,0.0,0.0,0.0
864.0889,0.0625,0.79,-0.105,0.0,0.0,0.0
864.1,0.0625,0.79,-0.105,0.0,0.0,0.0
864.1111,0.0625,0.79,-0.105,0.0,0.0,0.0
864.1223,0.0625,0.79,-0.105,0.0,0.0,0.0
864.1334,0.0625,0.79,-0.105,0.0,0.0,0.0
864.1445,0.0625,0.79,-0.105,0.0,0.0,0.0
864.1556,0.0625,0.79,-0.105,0.0,0.0,0.0
864.1667,0.0625,0.79,-0.105,0.0,0.0,0.0
864.1778,0.0625,0.79,-0.105,0.0,0.0,0.0
864.1889,0.0625,0.79,-0.105,0.0,0.0,0.0
864.2,0.0625,0.79,-0.105,0.0,0.0,0.0
864.2111,0.0625,0.79,-0.105,0.0,0.0,0.0
864.2222,0.0625,0.79,-0.105,0.0,0.0,0.0
864.2333,0.0625,0.79,-0.105,0.0,0.0,0.0
864.2444,0.0625,0.79,-0.105,0.0,0.0,0.0
864.2556,0.0625,0.79,-0.105,0.0,0.0,0.0
864.2667,0.0625,0.79,-0.105,0.0,0.0,0.0
864.2778,0.0625,0.79,-0.105,0.0,0.0,0.0
864.2889,0.0625,0.79,-0.105,0.0,0.0,0.0
864.3,0.0625,0.79,-0.105,0.0,0.0,0.0
864.3112,0.0625,0.79,-0.105,0.0,0.0,0.0
864.3223,0.0625,0.79,-0.105,0.0,0.0,0.0
864.3334,0.0625,0.79,-0.105,0.0,0.0,0.0
864.3445,0.0625,0.79,-0.105,0.0,0.0,0.0
864.3556,0.0625,0.79,-0.105,0.0,0.0,0.0
864.3667,0.0625,0.79,-0.105,0.0,0.0,0.0
864.3778,0.0625,0.79,-0.105,0.0,0.0,0.0
864.3889,0.0625,0.79,-0.105,0.0,0.0,0.0
864.4,0.0625,0.79,-0.105,0.0,0.0,0.0
864.4111,0.0625,0.79,-0.105,0.0,0.0,0.0
864.4222,0.0625,0.79,-0.105,0.0,0.0,0.0
864.4333,0.0625,0.79,-0.105,0.0,0.0,0.0
864.4445,0.0625,0.79,-0.105,0.0,0.0,0.0
864.4556,0.0625,0.79,-0.105,0.0,0.0,0.0
864.4667,0.0625,0.79,-0.105,0.0,0.0,0.0
864.4778,0.0625,0.79,-0.105,0.0,0.0,0.0
864.4889,0.0625,0.79,-0.105,0.0,0.0,0.0
864.5,0.0625,0.79,-0.105,0.0,0.0,0.0
864.5111,0.0625,0.79,-0.105,0.0,0.0,0.0
864.5222,0.0625,0.79,-0.105,0.0,0.0,0.0
864.5333,0.0625,0.79,-0.105,0.0,0.0,0.0
864.5445,0.0625,0.79,-0.105,0.0,0.0,0.0
864.5556,0.0625,0.79,-0.105,0.0,0.0,0.0
864.5667,0.0625,0.79,-0.105,0.0,0.0,0.0
864.5778,0.0625,0.79,-0.105,0.0,0.0,0.0
864.5889,0.0625,0.79,-0.105,0.0,0.0,0.0
864.6,0.0625,0.79,-0.105,0.0,0.0,0.0
864.6111,0.0625,0.79,-0.105,0.0,0.0,0.0
864.6223,0.0625,0.79,-0.105,0.0,0.0,0.0
864.6334,0.0625,0.79,-0.105,0.0,0.0,0.0
864.6445,0.0625,0.79,-0.105,0.0,0.0,0.0
864.6556,0.0634,0.7924,-0.1067,356.1977,356.1977,356.1977
864.6667,0.0664,0.7918,-0.1055,357.2477,357.2477,357.2477
864.6778,0.0691,0.7921,-0.10400000000000001,358.4141,358.4141,358.4141
864.6889,0.0726,0.7924,-0.1027,358.842,358.842,358.842
864.7,0.0764,0.7923,-0.1014,359.1244,359.1244,359.1244
864.7111,0.0798,0.7917,-0.1003,359.3248,359.3248,359.3248
864.7222,0.0827,0.7913,-0.1002,358.38,358.38,358.38
864.7333,0.0863,0.7907,-0.0986,359.8836,359.8836,359.8836
864.7444,0.0901,0.7911,-0.0974,359.5794,359.5794,359.5794
864.7556,0.0941,0.7909999999999999,-0.0964,359.536,359.536,359.536
864.7667,0.0985,0.7912,-0.0957,359.476,359.476,359.476
864.7778,0.1027,0.7905,-0.0966,358.4579,358.4579,358.4579
864.7889,0.1066,0.7915,-0.0991,356.7435,356.7435,356.7435
864.8,0.1109,0.7902,-0.099,359.0511,359.0511,359.0511
864.8112,0.1151,0.7909999999999999,-0.0998,358.5876,358.5876,358.5876
864.8223,0.1192,0.7911,-0.1005,358.9569,358.9569,358.9569
864.8334,0.1231,0.7911,-0.1011,359.2831,359.2831,359.2831
864.8445,0.1271,0.7909999999999999,-0.1017,359.5893,359.5893,359.5893
864.8556,0.1309,0.7909,-0.1023,359.9672,359.9672,359.9672
864.8667,0.1347,0.7906,-0.10300000000000001,0.1686,0.1686,0.1686
864.8778,0.1388,0.7904,-0.1038,0.1757,0.1757,0.1757
864.8889,0.14300000000000002,0.7903,-0.1045,0.2323,0.2323,0.2323
864.9,0.1473,0.7901,-0.1053,0.171,0.171,0.171
864.9111,0.1519,0.7906,-0.1065,359.67400000000004,359.67400000000004,359.67400000000004
864.9222,0.1566,0.7905,-0.1074,359.8636,359.8636,359.8636
