start_time,end_time,dominant_object,non_dominant_object,interaction_type
533.6574,534.5071,Hand,FailOnTouchObstacleLong,PickedUp
534.8223,535.0222,Hand,FailOnTouchObstacleMed,LeftGate
534.8667,535.1223,HandToWrist,FailOnTouchObstacleMed,LeftGate
534.9889,535.1223,HandToWrist,FailOnTouchObstacleShort,LeftGate
535.0,538.2556,WristToElbow,FailOnTouchObstacleShort,LeftGate
535.0,538.2556,WristToElbow,FailOnTouchObstacleMed,LeftGate
535.2444,536.5555,Hand,FailOnTouchObstacleShort-1,LeftGate
535.2444,537.3334,Hand,FailOnTouchObstacleMed-1,LeftGate
535.2444,536.5555,Hand,FailOnTouchObstacleLong-1,RightGate
535.2667,536.9445,Hand,FailOnTouchObstacleMed-1,Pushed
535.3556,536.2889,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
535.3556,536.2889,HandToWrist,FailOnTouchObstacleLong-1,RightGate
535.3672,536.4954,Hand,FailOnTouchObstacleMed-1,PickedUp
536.0222,536.0333,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
536.0444,536.2,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
536.2556,536.2778,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
536.2889,536.7556,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
537.0667,537.2778,Hand,FailOnTouchObstacleShort-1,LeftGate
537.0667,537.2778,Hand,FailOnTouchObstacleLong-1,RightGate
537.1223,538.0222,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
537.1223,537.4667,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
537.1223,537.4667,HandToWrist,FailOnTouchObstacleLong-1,RightGate
537.1556,538.1,Hand,FailOnTouchObstacleLong,RightGate
537.2222,538.0667,HandToWrist,FailOnTouchObstacleLong,RightGate
537.2667,537.9445,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
537.2667,537.9445,WristToElbow,FailOnTouchObstacleLong-1,RightGate
537.2778,537.9,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
537.3223,537.9445,WristToElbow,FailOnTouchObstacleLong,RightGate
537.5568,,Hand,Target,PickedUp
537.7111,538.0555,HandToWrist,FailOnTouchObstacleLong-1,RightGate
537.7111,538.0555,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
537.8223,538.0444,Hand,FailOnTouchObstacleMed-1,LeftGate
537.9111,538.0667,Hand,FailOnTouchObstacleLong-1,RightGate
537.9111,538.0667,Hand,FailOnTouchObstacleShort-1,LeftGate
538.1667,538.3334,HandToWrist,FailOnTouchObstacleShort,LeftGate
538.1667,538.3334,HandToWrist,FailOnTouchObstacleMed,LeftGate
538.2222,538.3445,Hand,FailOnTouchObstacleMed,LeftGate
538.2222,538.3445,Hand,FailOnTouchObstacleShort,LeftGate
