directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,type,hand_only,start_timeout,each_half_timeout,shared_trial,trial_name,start_pos_x,start_moved_time,target_reached_time,outcome,interaction_log,HandTracker_movement_filename,WristTracker_movement_filename,ElbowTracker_movement_filename,ShoulderTracker_movement_filename,grid_objects_movement_filename
basic/ICRA01/S001,basic,ICRA01,1,1,1,1,141.8534,147.5444,practice,False,5,System.Single[],,,0.0,142.4444,,HitBoundary,interaction_log_T001.csv,HandTracker_movement_T001.csv,WristTracker_movement_T001.csv,ElbowTracker_movement_T001.csv,ShoulderTracker_movement_T001.csv,grid_objects_movement_T001.csv
basic/ICRA01/S001,basic,ICRA01,1,2,1,2,151.7059,155.5,practice,False,5,System.Single[],,,0.0,152.2333,,KnockedOverObstacle,interaction_log_T002.csv,HandTracker_movement_T002.csv,WristTracker_movement_T002.csv,ElbowTracker_movement_T002.csv,ShoulderTracker_movement_T002.csv,grid_objects_movement_T002.csv
basic/ICRA01/S001,basic,ICRA01,1,3,1,3,159.6813,163.4111,practice,False,5,System.Single[],,,0.0,162.0889,163.1,HitBoundary,interaction_log_T003.csv,HandTracker_movement_T003.csv,WristTracker_movement_T003.csv,ElbowTracker_movement_T003.csv,ShoulderTracker_movement_T003.csv,grid_objects_movement_T003.csv
basic/ICRA01/S001,basic,ICRA01,1,4,1,4,166.3948,177.5333,practice,False,5,System.Single[],,,0.0,167.8111,175.5667,Success,interaction_log_T004.csv,HandTracker_movement_T004.csv,WristTracker_movement_T004.csv,ElbowTracker_movement_T004.csv,ShoulderTracker_movement_T004.csv,grid_objects_movement_T004.csv
basic/ICRA01/S001,basic,ICRA01,1,5,1,5,181.0954,184.8889,practice,False,5,System.Single[],,,0.0,181.8111,184.8889,TargetObstacleCollision,interaction_log_T005.csv,HandTracker_movement_T005.csv,WristTracker_movement_T005.csv,ElbowTracker_movement_T005.csv,ShoulderTracker_movement_T005.csv,grid_objects_movement_T005.csv
basic/ICRA01/S001,basic,ICRA01,1,6,1,6,189.463,192.3667,practice,False,5,System.Single[],,,0.0,190.5333,,HitBoundary,interaction_log_T006.csv,HandTracker_movement_T006.csv,WristTracker_movement_T006.csv,ElbowTracker_movement_T006.csv,ShoulderTracker_movement_T006.csv,grid_objects_movement_T006.csv
basic/ICRA01/S001,basic,ICRA01,1,7,1,7,195.5184,200.5111,practice,False,5,System.Single[],,,0.0,196.2889,199.4819,Success,interaction_log_T007.csv,HandTracker_movement_T007.csv,WristTracker_movement_T007.csv,ElbowTracker_movement_T007.csv,ShoulderTracker_movement_T007.csv,grid_objects_movement_T007.csv
basic/ICRA01/S001,basic,ICRA01,1,8,1,8,208.6304,210.7889,practice,False,5,System.Single[],,,0.0,209.1111,,ArmInteraction,interaction_log_T008.csv,HandTracker_movement_T008.csv,WristTracker_movement_T008.csv,ElbowTracker_movement_T008.csv,ShoulderTracker_movement_T008.csv,grid_objects_movement_T008.csv
basic/ICRA01/S001,basic,ICRA01,1,9,1,9,214.1157,219.3333,practice,False,5,System.Single[],,,0.0,214.9778,218.1556,Success,interaction_log_T009.csv,HandTracker_movement_T009.csv,WristTracker_movement_T009.csv,ElbowTracker_movement_T009.csv,ShoulderTracker_movement_T009.csv,grid_objects_movement_T009.csv
basic/ICRA01/S001,basic,ICRA01,1,10,2,1,232.895,235.8111,main,False,5,System.Single[],False,,0.0,234.1778,,HitBoundary,interaction_log_T010.csv,HandTracker_movement_T010.csv,WristTracker_movement_T010.csv,ElbowTracker_movement_T010.csv,ShoulderTracker_movement_T010.csv,grid_objects_movement_T010.csv
