start_time,end_time,dominant_object,non_dominant_object,interaction_type
749.1778,750.1667,Hand,FailOnTouchObstacleShort,Pushed
749.2111,750.1223,Hand,FailOnTouchObstacleShort,RightGate
749.2111,749.3445,Hand,FailOnTouchObstacleLong,LeftGate
749.2111,749.3445,Hand,FailOnTouchObstacleMed,LeftGate
749.2583,750.0291,Hand,FailOnTouchObstacleShort,PickedUp
750.8112,751.0222,Hand,FailOnTouchObstacleShort,RightGate
750.8334,751.0222,Hand,FailOnTouchObstacleLong,LeftGate
750.8334,751.0222,Hand,FailOnTouchObstacleMed,LeftGate
750.8667,751.2,HandToWrist,FailOnTouchObstacleShort,RightGate
750.8778,751.1556,HandToWrist,FailOnTouchObstacleLong,LeftGate
750.8778,751.1556,HandToWrist,FailOnTouchObstacleMed,LeftGate
750.9889,754.9667,WristToElbow,FailOnTouchObstacleLong,LeftGate
750.9889,754.9667,WristToElbow,FailOnTouchObstacleMed,LeftGate
751.0111,754.9667,WristToElbow,FailOnTouchObstacleShort,RightGate
751.4333,752.7556,Hand,FailOnTouchObstacleLong-1,Pushed
751.4667,751.7444,Hand,FailOnTouchObstacleLong-1,LeftGate
751.4667,751.5889,Hand,FailOnTouchObstacleMed-1,LeftGate
751.5012,752.7439,Hand,FailOnTouchObstacleLong-1,PickedUp
751.7667,752.5778,Hand,FailOnTouchObstacleLong-1,LeftGate
752.9889,753.1556,HandToWrist,FailOnTouchObstacleMed,LeftGate
752.9889,753.1556,HandToWrist,FailOnTouchObstacleLong,LeftGate
753.3223,753.7333,Hand,FailOnTouchObstacleMed-1,LeftGate
753.4,754.0222,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
753.6778,754.6778,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
753.8445,754.5333,Hand,FailOnTouchObstacleLong-1,RightGate
754.1111,754.2889,HandToWrist,FailOnTouchObstacleLong-1,RightGate
754.3746,,Hand,Target,PickedUp
754.4778,754.7778,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
754.6334,754.7889,Hand,FailOnTouchObstacleMed-1,LeftGate
754.8778,755.0556,HandToWrist,FailOnTouchObstacleShort,RightGate
754.8778,755.0556,HandToWrist,FailOnTouchObstacleLong,LeftGate
754.8778,755.0556,HandToWrist,FailOnTouchObstacleMed,LeftGate
754.9445,755.0667,Hand,FailOnTouchObstacleShort,RightGate
754.9445,755.0667,Hand,FailOnTouchObstacleLong,LeftGate
754.9445,755.0667,Hand,FailOnTouchObstacleMed,LeftGate
