object,x,y,z,width,height,depth
Target,0.0925,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleShort,-0.0175,0.79,-0.085,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong,-0.0375,0.79,-0.145,0.15,0.12,0.05000001
FailOnTouchObstacleMed,-0.2275,0.79,0.155,0.1,0.12,0.04999995
FailOnTouchObstacleLong-1,0.0925,0.79,-0.065,0.15,0.12,0.05000001
FailOnTouchObstacleMed-1,0.2425,0.79,-0.115,0.1,0.12,0.04999995
FailOnTouchObstacleShort-1,0.2825,0.79,0.145,0.04999995,0.12,0.04999995
