time,FailOnTouchObstacleLong_pos_x,FailOnTouchObstacleLong_pos_y,FailOnTouchObstacleLong_pos_z,FailOnTouchObstacleLong_rot_x,FailOnTouchObstacleLong_rot_y,FailOnTouchObstacleLong_rot_z
509.5111,0.1125,0.79,-0.105,0.0,0.0,0.0
509.5222,0.1125,0.79,-0.105,0.0002,0.0002,0.0002
509.5334,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.5445,0.1125,0.79,-0.105,0.0005,0.0005,0.0005
509.5556,0.1125,0.79,-0.105,0.0005,0.0005,0.0005
509.5667,0.1125,0.79,-0.105,0.0005,0.0005,0.0005
509.5778,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.5889,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.6,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.6111,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.6222,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.6333,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.6445,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.6556,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.6667,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.6778,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.6889,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.7,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.7111,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.7222,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.7333,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.7444,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.7556,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.7667,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.7778,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.7889,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.8,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.8111,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.8222,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.8333,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.8445,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.8556,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.8667,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.8778,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.8889,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.9,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.9111,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.9222,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.9333,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.9445,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.9556,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.9667,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.9778,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
509.9889,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.0,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.0111,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.0222,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.0334,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.0445,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.0556,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.0667,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.0778,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.0889,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.1,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.1111,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.1222,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.1333,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.1445,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.1556,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.1667,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.1778,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.1889,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.2,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.2111,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.2222,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.2333,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.2444,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.2556,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.2667,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.2778,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.2889,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.3,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.3111,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.3222,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.3333,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.3445,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.3556,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.3667,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.3778,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.3889,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.4,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.4111,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.4222,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.4333,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.4445,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.4556,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.4667,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.4778,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.4889,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.5,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.5111,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.5222,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.5334,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.5445,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.5556,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.5667,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.5778,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.5889,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.6,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.6111,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.6222,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.6333,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.6445,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.6556,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.6667,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.6778,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.6889,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.7,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.7111,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.7222,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.7333,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.7444,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.7556,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.7667,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.7778,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.7889,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.8,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.8111,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.8222,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.8333,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.8445,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.8556,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.8667,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.8778,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.8889,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.9,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.9111,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.9222,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.9333,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.9445,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.9556,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.9667,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.9778,0.1125,0.79,-0.105,0.0004,0.0004,0.0004
510.9889,0.1122,0.79,-0.1051,0.16399999999999998,0.16399999999999998,0.16399999999999998
511.0,0.1122,0.7901,-0.1056,359.9873,359.9873,359.9873
511.0111,0.1123,0.7901,-0.1058,0.3465,0.3465,0.3465
511.0222,0.1126,0.7901,-0.1059,0.4684,0.4684,0.4684
511.0334,0.1131,0.7901,-0.1061,0.5043,0.5043,0.5043
511.0445,0.1135,0.7901,-0.1065,0.1406,0.1406,0.1406
511.0556,0.1143,0.7902,-0.1065,0.4616,0.4616,0.4616
511.0667,0.1149,0.7903,-0.1069,-0.0025,-0.0025,-0.0025
511.0778,0.1156,0.7904,-0.1072,0.0326,0.0326,0.0326
511.0889,0.1164,0.7904,-0.1078,359.8961,359.8961,359.8961
511.1,0.1173,0.7905,-0.1086,359.6074,359.6074,359.6074
511.1111,0.1186,0.7906,-0.1095,359.5179,359.5179,359.5179
511.1222,0.1203,0.7906,-0.1102,359.3049,359.3049,359.3049
511.1333,0.1218,0.7907,-0.111,359.1786,359.1786,359.1786
511.1445,0.1233,0.7906,-0.1116,359.2259,359.2259,359.2259
511.1556,0.1247,0.7907,-0.1123,359.1476,359.1476,359.1476
511.1667,0.1262,0.7907,-0.1131,359.2125,359.2125,359.2125
511.1778,0.1276,0.7907,-0.1137,359.4175,359.4175,359.4175
511.1889,0.1288,0.7906,-0.1141,359.6658,359.6658,359.6658
511.2,0.1302,0.7905,-0.1147,359.7267,359.7267,359.7267
511.2111,0.1317,0.7906,-0.1153,359.6906,359.6906,359.6906
511.2222,0.1332,0.7906,-0.1159,359.8019,359.8019,359.8019
511.2333,0.1348,0.7906,-0.1165,359.7642,359.7642,359.7642
511.2444,0.1365,0.7906,-0.1172,359.5933,359.5933,359.5933
511.2556,0.1383,0.7902,-0.1169,0.5192,0.5192,0.5192
511.2667,0.1401,0.7906,-0.1183,359.0426,359.0426,359.0426
511.2778,0.142,0.7904,-0.1191,359.5911,359.5911,359.5911
511.2889,0.1437,0.7901,-0.1194,0.3632,0.3632,0.3632
511.3,0.1454,0.7904,-0.121,359.2255,359.2255,359.2255
511.3111,0.1471,0.7901,-0.1213,0.5332,0.5332,0.5332
511.3222,0.1489,0.7905,-0.1232,359.2047,359.2047,359.2047
511.3333,0.1507,0.7901,-0.1235,0.6959,0.6959,0.6959
511.3445,0.1524,0.7904,-0.1255,359.2676,359.2676,359.2676
