time,FailOnTouchObstacleMed_pos_x,FailOnTouchObstacleMed_pos_y,FailOnTouchObstacleMed_pos_z,FailOnTouchObstacleMed_rot_x,FailOnTouchObstacleMed_rot_y,FailOnTouchObstacleMed_rot_z
482.2778,0.2575,0.79,-0.105,0.0,0.0,0.0
482.2889,0.2575,0.79,-0.105,0.0,0.0,0.0
482.3,0.2575,0.79,-0.105,0.0,0.0,0.0
482.3111,0.2575,0.79,-0.105,0.0,0.0,0.0
482.3222,0.2575,0.79,-0.105,0.0,0.0,0.0
482.3333,0.2575,0.79,-0.105,0.0,0.0,0.0
482.3445,0.2575,0.79,-0.105,0.0,0.0,0.0
482.3556,0.2575,0.79,-0.105,0.0,0.0,0.0
482.3667,0.2575,0.79,-0.105,0.0,0.0,0.0
482.3778,0.2575,0.79,-0.105,0.0,0.0,0.0
482.3889,0.2575,0.79,-0.105,0.0,0.0,0.0
482.4,0.2575,0.79,-0.105,0.0,0.0,0.0
482.4111,0.2575,0.79,-0.105,0.0,0.0,0.0
482.4222,0.2575,0.79,-0.105,0.0,0.0,0.0
482.4333,0.2575,0.79,-0.105,0.0,0.0,0.0
482.4445,0.2575,0.79,-0.105,0.0,0.0,0.0
482.4556,0.2575,0.79,-0.105,0.0,0.0,0.0
482.4667,0.2575,0.79,-0.105,0.0,0.0,0.0
482.4778,0.2575,0.79,-0.105,0.0,0.0,0.0
482.4889,0.2575,0.79,-0.105,0.0,0.0,0.0
482.5,0.2575,0.79,-0.105,0.0,0.0,0.0
482.5111,0.2575,0.79,-0.105,0.0,0.0,0.0
482.5222,0.2575,0.79,-0.105,0.0,0.0,0.0
482.5334,0.2575,0.79,-0.105,0.0,0.0,0.0
482.5445,0.2575,0.79,-0.105,0.0,0.0,0.0
482.5556,0.2575,0.79,-0.105,0.0,0.0,0.0
482.5667,0.2575,0.79,-0.105,0.0,0.0,0.0
482.5778,0.2575,0.79,-0.105,0.0,0.0,0.0
482.5889,0.2575,0.79,-0.105,0.0,0.0,0.0
482.6,0.2575,0.79,-0.105,0.0,0.0,0.0
482.6111,0.2575,0.79,-0.105,0.0,0.0,0.0
482.6222,0.2575,0.79,-0.105,0.0,0.0,0.0
482.6333,0.2575,0.79,-0.105,0.0,0.0,0.0
482.6445,0.2575,0.79,-0.105,0.0,0.0,0.0
