object,x,y,z,width,height,depth
Target,-0.0975,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleLong,0.1625,0.79,-0.125,0.15,0.12,0.05000001
FailOnTouchObstacleMed,0.0225,0.79,-0.095,0.1,0.12,0.04999995
FailOnTouchObstacleShort,-0.2675,0.79,0.025,0.04999995,0.12,0.04999995
FailOnTouchObstacleMed-1,-0.1375,0.79,-0.105,0.1,0.12,0.04999995
FailOnTouchObstacleShort-1,-0.2275,0.79,0.095,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong-1,0.0725,0.79,-0.185,0.15,0.12,0.05000001
