start_time,end_time,dominant_object,non_dominant_object,interaction_type
862.3889,864.0222,Hand,FailOnTouchObstacleLong,Pushed
862.3936,863.9468,Hand,FailOnTouchObstacleLong,PickedUp
862.4222,862.4778,Hand,FailOnTouchObstacleLong,LeftGate
862.4222,862.6,Hand,FailOnTouchObstacleLong,RightGate
862.5889,863.2778,Hand,FailOnTouchObstacleShort,RightGate
862.5889,862.9222,Hand,FailOnTouchObstacleMed,RightGate
862.7333,863.1334,Hand,FailOnTouchObstacleLong,RightGate
862.7556,862.7889,HandToWrist,FailOnTouchObstacleMed,RightGate
862.7556,862.7889,HandToWrist,FailOnTouchObstacleShort,RightGate
862.8,862.8667,HandToWrist,FailOnTouchObstacleMed,RightGate
862.8,863.1223,HandToWrist,FailOnTouchObstacleShort,RightGate
862.8,864.0111,Hand,FailOnTouchObstacleLong,LeftGate
863.9222,863.9667,Hand,FailOnTouchObstacleShort-1,RightGate
863.9222,863.9667,Hand,FailOnTouchObstacleLong-1,RightGate
863.9778,864.0,Hand,FailOnTouchObstacleShort-1,RightGate
863.9778,864.0,Hand,FailOnTouchObstacleLong-1,RightGate
864.3334,865.1334,WristToElbow,FailOnTouchObstacleShort,RightGate
864.6173,865.7785,Hand,FailOnTouchObstacleLong-1,PickedUp
864.9556,865.3223,HandToWrist,FailOnTouchObstacleShort,RightGate
865.0667,865.1556,Hand,FailOnTouchObstacleMed,RightGate
865.0667,865.3667,Hand,FailOnTouchObstacleShort,RightGate
865.5222,865.7333,Hand,FailOnTouchObstacleLong-1,RightGate
866.4222,866.5778,Hand,FailOnTouchObstacleShort,RightGate
866.4222,866.5778,Hand,FailOnTouchObstacleMed,RightGate
866.4667,866.6778,HandToWrist,FailOnTouchObstacleMed,RightGate
866.4667,866.6778,HandToWrist,FailOnTouchObstacleShort,RightGate
866.5,866.6889,Hand,FailOnTouchObstacleLong-1,LeftGate
866.5445,866.8,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
866.5556,867.8112,WristToElbow,FailOnTouchObstacleShort,RightGate
866.5556,867.8112,WristToElbow,FailOnTouchObstacleMed,RightGate
866.6445,867.7667,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
866.7778,867.0,Hand,FailOnTouchObstacleShort-1,RightGate
866.7778,867.0,Hand,FailOnTouchObstacleMed-1,RightGate
866.8223,867.6111,HandToWrist,FailOnTouchObstacleShort-1,RightGate
866.8223,867.6111,HandToWrist,FailOnTouchObstacleMed-1,RightGate
866.9778,867.5111,WristToElbow,FailOnTouchObstacleShort-1,RightGate
866.9778,867.5111,WristToElbow,FailOnTouchObstacleMed-1,RightGate
867.3199,,Hand,Target,PickedUp
867.4778,867.6223,Hand,FailOnTouchObstacleMed-1,RightGate
867.4778,867.6223,Hand,FailOnTouchObstacleShort-1,RightGate
867.6445,867.8223,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
867.7,867.8334,Hand,FailOnTouchObstacleLong-1,LeftGate
867.7111,867.8778,HandToWrist,FailOnTouchObstacleMed,RightGate
867.7111,867.8778,HandToWrist,FailOnTouchObstacleShort,RightGate
867.7667,867.8778,Hand,FailOnTouchObstacleMed,RightGate
867.7667,867.8778,Hand,FailOnTouchObstacleShort,RightGate
