start_time,end_time,dominant_object,non_dominant_object,interaction_type
128.6556,129.1667,Hand,FailOnTouchObstacleLong,Pushed
128.6608,129.5098,Hand,FailOnTouchObstacleLong,PickedUp
128.6667,128.9889,Hand,FailOnTouchObstacleShort,RightGate
128.6667,128.9889,Hand,FailOnTouchObstacleMed,LeftGate
128.6778,128.8,Hand,FailOnTouchObstacleLong,RightGate
128.7556,128.8667,HandToWrist,FailOnTouchObstacleShort,RightGate
128.7556,128.8667,HandToWrist,FailOnTouchObstacleMed,LeftGate
129.9111,130.0889,Hand,FailOnTouchObstacleLong,RightGate
129.9111,130.0556,Hand,FailOnTouchObstacleShort,RightGate
129.9111,130.0556,Hand,FailOnTouchObstacleMed,LeftGate
129.9556,130.2222,HandToWrist,FailOnTouchObstacleLong,RightGate
129.9556,130.1556,HandToWrist,FailOnTouchObstacleShort,RightGate
129.9556,130.1556,HandToWrist,FailOnTouchObstacleMed,LeftGate
130.0333,130.7222,WristToElbow,FailOnTouchObstacleShort,RightGate
130.0333,132.1,WristToElbow,FailOnTouchObstacleMed,LeftGate
130.0778,,WristToElbow,FailOnTouchObstacleLong,RightGate
130.3222,131.1333,Hand,FailOnTouchObstacleShort-1,Pushed
130.3445,131.1222,Hand,FailOnTouchObstacleShort-1,LeftGate
130.3445,131.5222,Hand,FailOnTouchObstacleLong-1,RightGate
130.3445,131.5222,Hand,FailOnTouchObstacleMed-1,RightGate
130.3586,131.0624,Hand,FailOnTouchObstacleShort-1,PickedUp
130.4778,131.7333,HandToWrist,FailOnTouchObstacleMed-1,RightGate
130.4778,131.7333,HandToWrist,FailOnTouchObstacleLong-1,RightGate
130.6111,130.9222,Hand,FailOnTouchObstacleShort-1,RightGate
130.8889,131.1556,WristToElbow,FailOnTouchObstacleMed-1,RightGate
130.8889,131.1556,WristToElbow,FailOnTouchObstacleLong-1,RightGate
131.0667,131.0889,Hand,FailOnTouchObstacleShort-1,RightGate
131.3556,132.1,WristToElbow,FailOnTouchObstacleShort,RightGate
131.4889,132.1,WristToElbow,FailOnTouchObstacleMed-1,RightGate
131.4889,132.1,WristToElbow,FailOnTouchObstacleLong-1,RightGate
132.0,132.0667,Hand,Target,Pushed
132.1,,WristToElbow,FailOnTouchObstacleMed,Pushed
