start_time,end_time,dominant_object,non_dominant_object,interaction_type
834.5889,834.7222,Hand,FailOnTouchObstacleShort,RightGate
834.5889,834.7222,Hand,FailOnTouchObstacleMed,LeftGate
834.5889,834.7222,Hand,FailOnTouchObstacleLong,RightGate
834.6223,834.8223,HandToWrist,FailOnTouchObstacleShort,RightGate
834.6223,834.8223,HandToWrist,FailOnTouchObstacleMed,LeftGate
834.6223,834.8223,HandToWrist,FailOnTouchObstacleLong,RightGate
834.7111,835.0111,WristToElbow,FailOnTouchObstacleShort,RightGate
834.7111,836.4,WristToElbow,FailOnTouchObstacleMed,LeftGate
834.7111,836.4,WristToElbow,FailOnTouchObstacleLong,RightGate
834.9,835.2778,Hand,FailOnTouchObstacleShort-1,RightGate
834.9,835.2778,Hand,FailOnTouchObstacleMed-1,LeftGate
834.9,835.2778,Hand,FailOnTouchObstacleLong-1,RightGate
834.9556,836.2444,HandToWrist,FailOnTouchObstacleShort-1,RightGate
834.9556,836.2444,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
834.9556,836.2444,HandToWrist,FailOnTouchObstacleLong-1,RightGate
835.2111,836.1334,WristToElbow,FailOnTouchObstacleShort-1,RightGate
835.2111,836.1334,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
835.2111,836.1334,WristToElbow,FailOnTouchObstacleLong-1,RightGate
835.8972,,Hand,Target,PickedUp
836.1,836.2556,Hand,FailOnTouchObstacleLong-1,RightGate
836.1,836.2556,Hand,FailOnTouchObstacleMed-1,LeftGate
836.1,836.2556,Hand,FailOnTouchObstacleShort-1,RightGate
836.3223,836.4667,HandToWrist,FailOnTouchObstacleLong,RightGate
836.3223,836.4667,HandToWrist,FailOnTouchObstacleMed,LeftGate
836.3667,836.4778,Hand,FailOnTouchObstacleLong,RightGate
836.3667,836.4778,Hand,FailOnTouchObstacleMed,LeftGate
836.3778,836.4667,Hand,FailOnTouchObstacleShort,RightGate
