start_time,end_time,dominant_object,non_dominant_object,interaction_type
203.2002,203.7813,Hand,FailOnTouchObstacleMed,PickedUp
204.6667,205.3445,Hand,FailOnTouchObstacleLong,Pushed
204.6889,205.7444,Hand,FailOnTouchObstacleShort,LeftGate
204.6889,204.7444,Hand,FailOnTouchObstacleLong,LeftGate
204.7428,205.3115,Hand,FailOnTouchObstacleLong,PickedUp
204.7556,204.9556,Hand,FailOnTouchObstacleLong,LeftGate
204.8445,205.8445,HandToWrist,FailOnTouchObstacleShort,LeftGate
204.9778,205.3111,Hand,FailOnTouchObstacleLong,LeftGate
205.7111,205.8667,Hand,FailOnTouchObstacleMed,RightGate
205.7333,206.8,WristToElbow,FailOnTouchObstacleShort,LeftGate
205.7556,205.9556,HandToWrist,FailOnTouchObstacleMed,RightGate
205.8333,206.0222,Hand,FailOnTouchObstacleLong,LeftGate
205.8556,206.7444,WristToElbow,FailOnTouchObstacleMed,RightGate
205.8778,206.1222,HandToWrist,FailOnTouchObstacleLong,LeftGate
205.9111,206.0667,Hand,FailOnTouchObstacleShort-1,RightGate
205.9111,206.0667,Hand,FailOnTouchObstacleLong-1,LeftGate
205.9111,206.0667,Hand,FailOnTouchObstacleMed-1,RightGate
205.9444,206.6667,HandToWrist,FailOnTouchObstacleShort-1,RightGate
205.9444,206.6667,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
205.9444,206.6667,HandToWrist,FailOnTouchObstacleMed-1,RightGate
205.9556,206.6222,WristToElbow,FailOnTouchObstacleLong,LeftGate
206.0444,206.5667,WristToElbow,FailOnTouchObstacleShort-1,RightGate
206.0444,206.5667,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
206.0444,206.5667,WristToElbow,FailOnTouchObstacleMed-1,RightGate
206.2163,,Hand,Target,PickedUp
206.4778,206.6889,HandToWrist,FailOnTouchObstacleLong,LeftGate
206.5333,206.6667,Hand,FailOnTouchObstacleLong-1,LeftGate
206.5333,206.6667,Hand,FailOnTouchObstacleMed-1,RightGate
206.5333,206.6667,Hand,FailOnTouchObstacleShort-1,RightGate
206.5556,206.7,Hand,FailOnTouchObstacleLong,LeftGate
206.6667,206.8111,HandToWrist,FailOnTouchObstacleMed,RightGate
206.7111,206.8222,Hand,FailOnTouchObstacleMed,RightGate
206.7444,206.8556,HandToWrist,FailOnTouchObstacleShort,LeftGate
206.7889,206.8667,Hand,FailOnTouchObstacleShort,LeftGate
