time,FailOnTouchObstacleMed_pos_x,FailOnTouchObstacleMed_pos_y,FailOnTouchObstacleMed_pos_z,FailOnTouchObstacleMed_rot_x,FailOnTouchObstacleMed_rot_y,FailOnTouchObstacleMed_rot_z
159.0,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.0111,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.0222,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.0333,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.0444,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.0556,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.0667,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.0778,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.0889,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.1,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.1111,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.1222,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.1333,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.1445,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.1556,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.1667,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.1778,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.1889,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.2,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.2111,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.2222,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.2333,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.2444,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.2556,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.2667,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.2778,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.2889,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.3,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.3111,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.3222,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.3333,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.3445,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.3556,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.3667,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.3778,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.3889,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.4,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.4111,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.4222,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.4333,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.4444,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.4556,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.4667,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.4778,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.4889,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.5,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.5111,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.5222,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.5333,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.5444,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.5556,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.5667,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.5778,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.5889,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.6,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.6111,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.6222,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.6333,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.6445,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.6556,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.6667,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.6778,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.6889,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.7,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.7111,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.7222,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.7333,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.7444,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.7556,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.7667,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.7778,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.7889,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.8,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.8111,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.8222,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.8333,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.8445,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.8556,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.8667,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.8778,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.8889,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.9,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.9111,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.9222,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.9333,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.9444,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.9556,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.9667,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.9778,-0.0175,0.79,-0.105,0.0,0.0,0.0
159.9889,-0.0175,0.79,-0.105,0.0,0.0,0.0
160.0,-0.0175,0.79,-0.105,0.0,0.0,0.0
160.0111,-0.0175,0.79,-0.105,0.0,0.0,0.0
160.0222,-0.0175,0.79,-0.105,0.0,0.0,0.0
160.0333,-0.0175,0.79,-0.105,0.0,0.0,0.0
160.0444,-0.0175,0.79,-0.105,0.0,0.0,0.0
160.0556,-0.0175,0.79,-0.105,0.0,0.0,0.0
160.0667,-0.0175,0.79,-0.105,0.0,0.0,0.0
160.0778,-0.0175,0.79,-0.105,0.0,0.0,0.0
