object,x,y,z,width,height,depth
Target,-0.1975,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleLong,-0.1575,0.79,0.095,0.15,0.12,0.05000001
FailOnTouchObstacleMed,0.2425,0.79,-0.165,0.1,0.12,0.04999995
FailOnTouchObstacleShort,-0.3075,0.79,-0.105,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong-1,0.0125,0.79,-0.165,0.15,0.12,0.05000001
FailOnTouchObstacleShort-1,0.2425,0.79,0.005000001,0.04999995,0.12,0.04999995
FailOnTouchObstacleMed-1,0.1125,0.79,0.155,0.1,0.12,0.04999995
