time,FailOnTouchObstacleMed_pos_x,FailOnTouchObstacleMed_pos_y,FailOnTouchObstacleMed_pos_z,FailOnTouchObstacleMed_rot_x,FailOnTouchObstacleMed_rot_y,FailOnTouchObstacleMed_rot_z
241.4889,0.0525,0.79,0.055,0.0,0.0,0.0
241.5,0.0525,0.79,0.055,0.0,0.0,0.0
241.5111,0.0525,0.79,0.055,0.0,0.0,0.0
241.5222,0.0525,0.79,0.055,0.0,0.0,0.0
241.5333,0.0525,0.79,0.055,0.0,0.0,0.0
241.5444,0.0525,0.79,0.055,0.0,0.0,0.0
241.5556,0.0525,0.79,0.055,0.0,0.0,0.0
241.5667,0.0525,0.79,0.055,0.0,0.0,0.0
241.5778,0.0525,0.79,0.055,0.0,0.0,0.0
241.5889,0.0525,0.79,0.055,0.0,0.0,0.0
241.6,0.0525,0.79,0.055,0.0,0.0,0.0
241.6111,0.0525,0.79,0.055,0.0,0.0,0.0
241.6222,0.0525,0.79,0.055,0.0,0.0,0.0
241.6333,0.0525,0.79,0.055,0.0,0.0,0.0
241.6445,0.0525,0.79,0.055,0.0,0.0,0.0
241.6556,0.0525,0.79,0.055,0.0,0.0,0.0
241.6667,0.0525,0.79,0.055,0.0,0.0,0.0
241.6778,0.0525,0.79,0.055,0.0,0.0,0.0
241.6889,0.0525,0.79,0.055,0.0,0.0,0.0
241.7,0.0525,0.79,0.055,0.0,0.0,0.0
241.7111,0.0525,0.79,0.055,0.0,0.0,0.0
241.7222,0.0525,0.79,0.055,0.0,0.0,0.0
241.7333,0.0525,0.79,0.055,0.0,0.0,0.0
241.7444,0.0525,0.79,0.055,0.0,0.0,0.0
241.7556,0.0525,0.79,0.055,0.0,0.0,0.0
241.7667,0.0525,0.79,0.055,0.0,0.0,0.0
241.7778,0.0525,0.79,0.055,0.0,0.0,0.0
241.7889,0.0525,0.79,0.055,0.0,0.0,0.0
241.8,0.0525,0.79,0.055,0.0,0.0,0.0
241.8111,0.0525,0.79,0.055,0.0,0.0,0.0
241.8222,0.0525,0.79,0.055,0.0,0.0,0.0
241.8333,0.0525,0.79,0.055,0.0,0.0,0.0
241.8445,0.0525,0.79,0.055,0.0,0.0,0.0
241.8556,0.0525,0.79,0.055,0.0,0.0,0.0
241.8667,0.0525,0.79,0.055,0.0,0.0,0.0
241.8778,0.0525,0.79,0.055,0.0,0.0,0.0
241.8889,0.0525,0.79,0.055,0.0,0.0,0.0
241.9,0.0525,0.79,0.055,0.0,0.0,0.0
241.9111,0.0525,0.79,0.055,0.0,0.0,0.0
241.9222,0.0525,0.79,0.055,0.0,0.0,0.0
241.9333,0.0525,0.79,0.055,0.0,0.0,0.0
241.9444,0.0525,0.79,0.055,0.0,0.0,0.0
