start_time,end_time,dominant_object,non_dominant_object,interaction_type
1131.8,1131.9,Hand,FailOnTouchObstacleLong,RightGate
1131.833,1131.978,HandToWrist,FailOnTouchObstacleLong,RightGate
1131.878,1134.522,WristToElbow,FailOnTouchObstacleLong,RightGate
1132.133,1132.722,Hand,FailOnTouchObstacleLong-1,RightGate
1132.211,1133.122,Hand,FailOnTouchObstacleMed-1,Pushed
1132.245,1132.378,Hand,FailOnTouchObstacleMed-1,LeftGate
1132.289,1132.5439999999999,HandToWrist,FailOnTouchObstacleLong-1,RightGate
1132.373,1132.965,Hand,FailOnTouchObstacleMed-1,PickedUp
1132.4,1133.022,Hand,FailOnTouchObstacleMed-1,LeftGate
1132.889,1132.944,Hand,FailOnTouchObstacleMed-1,RightGate
1133.089,1133.1,Hand,FailOnTouchObstacleMed-1,LeftGate
1133.089,1133.1,Hand,FailOnTouchObstacleShort-1,RightGate
1133.356,1133.4669999999999,Hand,FailOnTouchObstacleLong-1,RightGate
1133.367,1133.478,Hand,FailOnTouchObstacleMed-1,RightGate
1133.4,1133.5330000000001,HandToWrist,FailOnTouchObstacleLong-1,RightGate
1133.411,1133.567,HandToWrist,FailOnTouchObstacleMed-1,RightGate
1133.422,1133.522,Hand,FailOnTouchObstacleShort,RightGate
1133.444,1133.622,HandToWrist,FailOnTouchObstacleShort,RightGate
1133.4560000000001,1134.267,WristToElbow,FailOnTouchObstacleLong-1,RightGate
1133.478,1134.233,WristToElbow,FailOnTouchObstacleMed-1,RightGate
1133.522,1134.2,WristToElbow,FailOnTouchObstacleShort,RightGate
1133.5439999999999,1133.745,Hand,FailOnTouchObstacleMed,RightGate
1133.589,1134.133,HandToWrist,FailOnTouchObstacleMed,RightGate
1133.711,1134.011,WristToElbow,FailOnTouchObstacleMed,RightGate
1133.767,1133.911,Hand,Target,Pushed
1133.856,,Hand,Target,PickedUp
1133.978,1134.145,Hand,FailOnTouchObstacleMed,RightGate
1134.111,1134.278,HandToWrist,FailOnTouchObstacleShort,RightGate
1134.145,1134.322,HandToWrist,FailOnTouchObstacleMed-1,RightGate
1134.178,1134.289,Hand,FailOnTouchObstacleShort,RightGate
1134.178,1134.344,HandToWrist,FailOnTouchObstacleLong-1,RightGate
1134.211,1134.333,Hand,FailOnTouchObstacleMed-1,RightGate
1134.233,1134.356,Hand,FailOnTouchObstacleLong-1,RightGate
1134.422,1134.6,HandToWrist,FailOnTouchObstacleLong,RightGate
1134.489,1134.622,Hand,FailOnTouchObstacleLong,RightGate
