start_time,end_time,dominant_object,non_dominant_object,interaction_type
920.0556,920.2333,Hand,FailOnTouchObstacleLong,RightGate
920.0889,920.3112,HandToWrist,FailOnTouchObstacleLong,RightGate
920.1889,922.4889,WristToElbow,FailOnTouchObstacleLong,RightGate
920.3778,920.5667,Hand,FailOnTouchObstacleLong-1,RightGate
920.4222,920.6778,HandToWrist,FailOnTouchObstacleLong-1,RightGate
920.4222,920.6223,Hand,FailOnTouchObstacleMed-1,RightGate
920.4667,920.7333,HandToWrist,FailOnTouchObstacleMed-1,RightGate
920.5445,922.0889,WristToElbow,FailOnTouchObstacleLong-1,RightGate
920.6,922.0445,WristToElbow,FailOnTouchObstacleMed-1,RightGate
920.6111,920.8334,Hand,FailOnTouchObstacleShort,RightGate
920.6556,921.1778,HandToWrist,FailOnTouchObstacleShort,RightGate
920.8,921.8445,WristToElbow,FailOnTouchObstacleShort,RightGate
921.2507,,Hand,Target,PickedUp
921.5889,922.0,HandToWrist,FailOnTouchObstacleShort,RightGate
921.8,922.0222,Hand,FailOnTouchObstacleShort,RightGate
921.9111,922.1778,HandToWrist,FailOnTouchObstacleMed-1,RightGate
921.9667,922.2222,HandToWrist,FailOnTouchObstacleLong-1,RightGate
922.0111,922.2,Hand,FailOnTouchObstacleMed-1,RightGate
922.0556,922.2556,Hand,FailOnTouchObstacleLong-1,RightGate
922.3334,922.6667,HandToWrist,FailOnTouchObstacleLong,RightGate
922.4222,922.7222,Hand,FailOnTouchObstacleLong,RightGate
