object,x,y,z,width,height,depth
Target,-0.0075,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleShort,-0.3075,0.79,0.125,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong,0.0525,0.79,0.065,0.15,0.12,0.05000001
FailOnTouchObstacleMed,-0.1975,0.79,0.165,0.1,0.12,0.04999995
FailOnTouchObstacleShort-1,0.1625,0.79,0.115,0.04999995,0.12,0.04999995
FailOnTouchObstacleMed-1,-0.1675,0.79,-0.095,0.1,0.12,0.04999995
FailOnTouchObstacleLong-1,0.0825,0.79,-0.085,0.15,0.12,0.05000001
