start_time,end_time,dominant_object,non_dominant_object,interaction_type
1139.944,1142.511,Hand,FailOnTouchObstacleLong-1,RightGate
1140.1,1142.645,HandToWrist,FailOnTouchObstacleLong-1,RightGate
1140.337,1141.868,Hand,FailOnTouchObstacleLong,PickedUp
1141.844,1142.067,WristToElbow,FailOnTouchObstacleLong-1,RightGate
1142.422,1144.678,WristToElbow,FailOnTouchObstacleLong-1,RightGate
1143.078,1143.333,Hand,FailOnTouchObstacleMed,Pushed
1143.109,1144.057,Hand,FailOnTouchObstacleMed,PickedUp
1143.111,1143.245,Hand,FailOnTouchObstacleMed,LeftGate
1143.111,1143.289,Hand,FailOnTouchObstacleMed,RightGate
1143.133,1143.589,Hand,FailOnTouchObstacleShort,RightGate
1143.278,1144.567,HandToWrist,FailOnTouchObstacleShort,RightGate
1143.322,1143.7,Hand,FailOnTouchObstacleShort-1,LeftGate
1143.344,1143.722,Hand,FailOnTouchObstacleLong,LeftGate
1143.344,1143.356,Hand,FailOnTouchObstacleMed,LeftGate
1143.344,1143.356,Hand,FailOnTouchObstacleMed,RightGate
1143.367,1143.378,Hand,FailOnTouchObstacleMed,RightGate
1143.389,1143.4,Hand,FailOnTouchObstacleMed,RightGate
1143.389,1144.645,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
1143.422,1144.911,HandToWrist,FailOnTouchObstacleLong,LeftGate
1143.5330000000001,1145.878,WristToElbow,FailOnTouchObstacleShort,RightGate
1143.589,1144.344,WristToElbow,FailOnTouchObstacleLong,LeftGate
1143.633,1144.289,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
1143.656,1143.667,Hand,FailOnTouchObstacleMed,LeftGate
1144.167,1144.789,Hand,FailOnTouchObstacleLong,LeftGate
1144.178,1144.5,Hand,FailOnTouchObstacleShort-1,LeftGate
1144.389,1145.833,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
1144.4669999999999,1145.778,WristToElbow,FailOnTouchObstacleLong,LeftGate
1144.9,1145.5330000000001,Hand,FailOnTouchObstacleMed-1,LeftGate
1144.944,1145.5,Hand,FailOnTouchObstacleMed,LeftGate
1145.0,1145.489,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
1145.145,1145.378,Hand,Target,Pushed
1145.1889999999999,1145.411,HandToWrist,FailOnTouchObstacleMed,LeftGate
1145.397,,Hand,Target,PickedUp
1145.5330000000001,1145.856,HandToWrist,FailOnTouchObstacleLong,LeftGate
1145.578,1145.9,Hand,FailOnTouchObstacleLong,LeftGate
1145.7,1145.922,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
1145.733,1146.2,WristToElbow,FailOnTouchObstacleLong-1,RightGate
1145.756,1145.978,HandToWrist,FailOnTouchObstacleShort,RightGate
1145.767,1145.944,Hand,FailOnTouchObstacleShort-1,LeftGate
1145.8110000000001,1145.989,Hand,FailOnTouchObstacleShort,RightGate
1146.089,1146.278,HandToWrist,FailOnTouchObstacleLong-1,RightGate
1146.133,1146.3,Hand,FailOnTouchObstacleLong-1,RightGate
