start_time,end_time,dominant_object,non_dominant_object,interaction_type
442.7667,442.9,Hand,FailOnTouchObstacleMed,RightGate
442.7667,442.9,Hand,FailOnTouchObstacleLong,RightGate
442.8111,442.9778,HandToWrist,FailOnTouchObstacleMed,RightGate
442.8111,442.9778,HandToWrist,FailOnTouchObstacleLong,RightGate
442.8889,443.6889,WristToElbow,FailOnTouchObstacleMed,RightGate
442.8889,443.6889,WristToElbow,FailOnTouchObstacleLong,RightGate
443.0445,443.2111,Hand,FailOnTouchObstacleMed-1,RightGate
443.0445,443.2111,Hand,FailOnTouchObstacleLong-1,RightGate
443.0778,443.1445,HandToWrist,FailOnTouchObstacleMed-1,RightGate
443.0778,443.3,HandToWrist,FailOnTouchObstacleLong-1,RightGate
443.1667,443.2,HandToWrist,FailOnTouchObstacleMed-1,RightGate
443.1667,445.2222,WristToElbow,FailOnTouchObstacleLong-1,RightGate
443.3778,445.0111,WristToElbow,FailOnTouchObstacleMed-1,RightGate
444.5323,,Hand,Target,PickedUp
444.9556,,WristToElbow,FailOnTouchObstacleLong,RightGate
444.9556,445.0667,WristToElbow,FailOnTouchObstacleMed,RightGate
445.1333,445.1667,Hand,FailOnTouchObstacleMed-1,RightGate
445.1333,445.2556,Hand,FailOnTouchObstacleLong-1,RightGate
445.1333,445.2556,HandToWrist,FailOnTouchObstacleLong-1,RightGate
445.3889,,Hand,FailOnTouchObstacleLong,RightGate
445.3889,,Hand,FailOnTouchObstacleMed,RightGate
445.4,,HandToWrist,FailOnTouchObstacleLong,RightGate
