start_time,end_time,dominant_object,non_dominant_object,interaction_type
724.5667,724.7333,Hand,FailOnTouchObstacleShort,LeftGate
724.5667,724.7333,Hand,FailOnTouchObstacleMed,LeftGate
724.5667,724.7333,Hand,FailOnTouchObstacleLong,RightGate
724.6,724.8556,HandToWrist,FailOnTouchObstacleShort,LeftGate
724.6,724.8556,HandToWrist,FailOnTouchObstacleMed,LeftGate
724.6,724.8556,HandToWrist,FailOnTouchObstacleLong,RightGate
724.7,729.3556,WristToElbow,FailOnTouchObstacleShort,LeftGate
724.7,729.3556,WristToElbow,FailOnTouchObstacleMed,LeftGate
724.7,729.3556,WristToElbow,FailOnTouchObstacleLong,RightGate
725.1754,727.6887,Hand,FailOnTouchObstacleLong-1,PickedUp
728.1223,728.3778,Hand,FailOnTouchObstacleShort-1,LeftGate
728.1223,728.3778,Hand,FailOnTouchObstacleMed-1,RightGate
728.1889,728.5778,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
728.1889,728.5778,HandToWrist,FailOnTouchObstacleMed-1,RightGate
728.3334,729.0778,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
728.3334,729.0778,WristToElbow,FailOnTouchObstacleMed-1,RightGate
728.6445,728.8778,Hand,Target,Pushed
728.7498,,Hand,Target,PickedUp
728.9333,729.1778,HandToWrist,FailOnTouchObstacleMed-1,RightGate
728.9333,729.1778,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
729.0333,729.1889,Hand,FailOnTouchObstacleMed-1,RightGate
729.0333,729.1889,Hand,FailOnTouchObstacleShort-1,LeftGate
729.2778,729.4333,HandToWrist,FailOnTouchObstacleLong,RightGate
729.2778,729.4333,HandToWrist,FailOnTouchObstacleMed,LeftGate
729.2778,729.4333,HandToWrist,FailOnTouchObstacleShort,LeftGate
729.3223,729.4333,Hand,FailOnTouchObstacleLong,RightGate
729.3223,729.4333,Hand,FailOnTouchObstacleMed,LeftGate
729.3223,729.4333,Hand,FailOnTouchObstacleShort,LeftGate
