directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,type,hand_only,start_timeout,each_half_timeout,shared_trial,trial_name,start_pos_x,start_moved_time,target_reached_time,outcome,interaction_log,HandTracker_movement_filename,WristTracker_movement_filename,ElbowTracker_movement_filename,ShoulderTracker_movement_filename,grid_objects_movement_filename
basic/ICRA08/S001,basic,ICRA08,1,1,1,1,39.92114,46.5,practice,False,5,System.Single[],,,0.0,43.0,,KnockedOverObstacle,interaction_log_T001.csv,HandTracker_movement_T001.csv,WristTracker_movement_T001.csv,ElbowTracker_movement_T001.csv,ShoulderTracker_movement_T001.csv,grid_objects_movement_T001.csv
basic/ICRA08/S001,basic,ICRA08,1,2,1,2,52.46565,65.7,practice,False,5,System.Single[],,,0.0,52.633340000000004,62.217319999999994,Success,interaction_log_T002.csv,HandTracker_movement_T002.csv,WristTracker_movement_T002.csv,ElbowTracker_movement_T002.csv,ShoulderTracker_movement_T002.csv,grid_objects_movement_T002.csv
basic/ICRA08/S001,basic,ICRA08,1,3,1,3,70.11545,77.85556,practice,False,5,System.Single[],,,0.0,70.56667,76.7614,Success,interaction_log_T003.csv,HandTracker_movement_T003.csv,WristTracker_movement_T003.csv,ElbowTracker_movement_T003.csv,ShoulderTracker_movement_T003.csv,grid_objects_movement_T003.csv
basic/ICRA08/S001,basic,ICRA08,1,4,1,4,81.63215,87.16667,practice,False,5,System.Single[],,,0.0,82.78889000000001,86.33436999999999,Success,interaction_log_T004.csv,HandTracker_movement_T004.csv,WristTracker_movement_T004.csv,ElbowTracker_movement_T004.csv,ShoulderTracker_movement_T004.csv,grid_objects_movement_T004.csv
basic/ICRA08/S001,basic,ICRA08,1,5,1,5,90.98145,96.77778,practice,False,5,System.Single[],,,0.0,92.44445,95.87414,Success,interaction_log_T005.csv,HandTracker_movement_T005.csv,WristTracker_movement_T005.csv,ElbowTracker_movement_T005.csv,ShoulderTracker_movement_T005.csv,grid_objects_movement_T005.csv
basic/ICRA08/S001,basic,ICRA08,1,6,1,6,100.331,103.5889,practice,False,5,System.Single[],,,0.0,101.4222,102.4778,Success,interaction_log_T006.csv,HandTracker_movement_T006.csv,WristTracker_movement_T006.csv,ElbowTracker_movement_T006.csv,ShoulderTracker_movement_T006.csv,grid_objects_movement_T006.csv
basic/ICRA08/S001,basic,ICRA08,1,7,1,7,106.9104,110.7889,practice,False,5,System.Single[],,,0.0,107.8222,109.4687,Success,interaction_log_T007.csv,HandTracker_movement_T007.csv,WristTracker_movement_T007.csv,ElbowTracker_movement_T007.csv,ShoulderTracker_movement_T007.csv,grid_objects_movement_T007.csv
basic/ICRA08/S001,basic,ICRA08,1,8,1,8,114.1378,121.6667,practice,False,5,System.Single[],,,0.0,114.2,120.8177,Success,interaction_log_T008.csv,HandTracker_movement_T008.csv,WristTracker_movement_T008.csv,ElbowTracker_movement_T008.csv,ShoulderTracker_movement_T008.csv,grid_objects_movement_T008.csv
basic/ICRA08/S001,basic,ICRA08,1,9,1,9,124.962,131.6778,practice,False,5,System.Single[],,,0.0,126.3778,130.8264,Success,interaction_log_T009.csv,HandTracker_movement_T009.csv,WristTracker_movement_T009.csv,ElbowTracker_movement_T009.csv,ShoulderTracker_movement_T009.csv,grid_objects_movement_T009.csv
basic/ICRA08/S001,basic,ICRA08,1,10,2,1,147.1575,154.6667,main,False,5,System.Single[],True,centre_free_second_row_1,0.0,148.5222,153.8333,Success,interaction_log_T010.csv,HandTracker_movement_T010.csv,WristTracker_movement_T010.csv,ElbowTracker_movement_T010.csv,ShoulderTracker_movement_T010.csv,grid_objects_movement_T010.csv
basic/ICRA08/S001,basic,ICRA08,1,11,2,2,157.1998,170.9444,main,False,5,System.Single[],False,,0.0,158.2333,170.1,Success,interaction_log_T011.csv,HandTracker_movement_T011.csv,WristTracker_movement_T011.csv,ElbowTracker_movement_T011.csv,ShoulderTracker_movement_T011.csv,grid_objects_movement_T011.csv
basic/ICRA08/S001,basic,ICRA08,1,12,2,3,173.52,181.4889,main,False,5,System.Single[],False,,0.0,174.4111,180.7809,Success,interaction_log_T012.csv,HandTracker_movement_T012.csv,WristTracker_movement_T012.csv,ElbowTracker_movement_T012.csv,ShoulderTracker_movement_T012.csv,grid_objects_movement_T012.csv
basic/ICRA08/S001,basic,ICRA08,1,13,2,4,184.7575,202.7222,main,False,5,System.Single[],False,,0.0,185.6667,199.5,Success,interaction_log_T013.csv,HandTracker_movement_T013.csv,WristTracker_movement_T013.csv,ElbowTracker_movement_T013.csv,ShoulderTracker_movement_T013.csv,grid_objects_movement_T013.csv
basic/ICRA08/S001,basic,ICRA08,1,14,2,5,204.9875,212.1222,main,False,5,System.Single[],False,,0.0,206.0,211.0889,Success,interaction_log_T014.csv,HandTracker_movement_T014.csv,WristTracker_movement_T014.csv,ElbowTracker_movement_T014.csv,ShoulderTracker_movement_T014.csv,grid_objects_movement_T014.csv
basic/ICRA08/S001,basic,ICRA08,1,15,2,6,214.3717,219.8445,main,False,5,System.Single[],True,centre_free_4,0.0,215.3,217.3333,Success,interaction_log_T015.csv,HandTracker_movement_T015.csv,WristTracker_movement_T015.csv,ElbowTracker_movement_T015.csv,ShoulderTracker_movement_T015.csv,grid_objects_movement_T015.csv
basic/ICRA08/S001,basic,ICRA08,1,16,2,7,222.2804,236.3,main,False,5,System.Single[],False,,0.0,223.1,234.9,Success,interaction_log_T016.csv,HandTracker_movement_T016.csv,WristTracker_movement_T016.csv,ElbowTracker_movement_T016.csv,ShoulderTracker_movement_T016.csv,grid_objects_movement_T016.csv
basic/ICRA08/S001,basic,ICRA08,1,17,2,8,238.4104,245.4111,main,False,5,System.Single[],False,,0.0,239.1445,243.6222,Success,interaction_log_T017.csv,HandTracker_movement_T017.csv,WristTracker_movement_T017.csv,ElbowTracker_movement_T017.csv,ShoulderTracker_movement_T017.csv,grid_objects_movement_T017.csv
basic/ICRA08/S001,basic,ICRA08,1,18,2,9,247.8149,258.3667,main,False,5,System.Single[],True,right_free_first_row_1,0.0,248.7,257.2429,Success,interaction_log_T018.csv,HandTracker_movement_T018.csv,WristTracker_movement_T018.csv,ElbowTracker_movement_T018.csv,ShoulderTracker_movement_T018.csv,grid_objects_movement_T018.csv
basic/ICRA08/S001,basic,ICRA08,1,19,2,10,260.6721,270.4556,main,False,5,System.Single[],False,,0.0,261.3333,269.3,Success,interaction_log_T019.csv,HandTracker_movement_T019.csv,WristTracker_movement_T019.csv,ElbowTracker_movement_T019.csv,ShoulderTracker_movement_T019.csv,grid_objects_movement_T019.csv
basic/ICRA08/S001,basic,ICRA08,1,20,2,11,272.7141,278.7333,main,False,5,System.Single[],False,,0.0,273.7556,277.4838,Success,interaction_log_T020.csv,HandTracker_movement_T020.csv,WristTracker_movement_T020.csv,ElbowTracker_movement_T020.csv,ShoulderTracker_movement_T020.csv,grid_objects_movement_T020.csv
basic/ICRA08/S001,basic,ICRA08,1,21,2,12,281.0135,286.7222,main,False,5,System.Single[],True,centre_free_first_row_1,0.0,281.8889,285.5827,Success,interaction_log_T021.csv,HandTracker_movement_T021.csv,WristTracker_movement_T021.csv,ElbowTracker_movement_T021.csv,ShoulderTracker_movement_T021.csv,grid_objects_movement_T021.csv
basic/ICRA08/S001,basic,ICRA08,1,22,2,13,288.6987,297.1333,main,False,5,System.Single[],False,,0.0,289.6667,296.2726,Success,interaction_log_T022.csv,HandTracker_movement_T022.csv,WristTracker_movement_T022.csv,ElbowTracker_movement_T022.csv,ShoulderTracker_movement_T022.csv,grid_objects_movement_T022.csv
basic/ICRA08/S001,basic,ICRA08,1,23,2,14,299.4448,306.8556,main,False,5,System.Single[],True,right_free_1,0.0,299.7333,306.0131,Success,interaction_log_T023.csv,HandTracker_movement_T023.csv,WristTracker_movement_T023.csv,ElbowTracker_movement_T023.csv,ShoulderTracker_movement_T023.csv,grid_objects_movement_T023.csv
basic/ICRA08/S001,basic,ICRA08,1,24,2,15,309.2757,317.5334,main,False,5,System.Single[],True,centre_free_first_row_2,0.0,309.6222,316.5358,Success,interaction_log_T024.csv,HandTracker_movement_T024.csv,WristTracker_movement_T024.csv,ElbowTracker_movement_T024.csv,ShoulderTracker_movement_T024.csv,grid_objects_movement_T024.csv
basic/ICRA08/S001,basic,ICRA08,1,25,2,16,319.7751,322.8445,main,False,5,System.Single[],False,,0.0,320.5889,321.8641,Success,interaction_log_T025.csv,HandTracker_movement_T025.csv,WristTracker_movement_T025.csv,ElbowTracker_movement_T025.csv,ShoulderTracker_movement_T025.csv,grid_objects_movement_T025.csv
basic/ICRA08/S001,basic,ICRA08,1,26,2,17,325.2822,336.6,main,False,5,System.Single[],False,,0.0,326.5667,334.777,Success,interaction_log_T026.csv,HandTracker_movement_T026.csv,WristTracker_movement_T026.csv,ElbowTracker_movement_T026.csv,ShoulderTracker_movement_T026.csv,grid_objects_movement_T026.csv
basic/ICRA08/S001,basic,ICRA08,1,27,2,18,338.7875,347.1778,main,False,5,System.Single[],True,right_free_2,0.0,339.6667,346.2491,Success,interaction_log_T027.csv,HandTracker_movement_T027.csv,WristTracker_movement_T027.csv,ElbowTracker_movement_T027.csv,ShoulderTracker_movement_T027.csv,grid_objects_movement_T027.csv
basic/ICRA08/S001,basic,ICRA08,1,28,2,19,349.3656,360.0334,main,False,5,System.Single[],True,right_free_first_row_2,0.0,349.7333,359.3857,Success,interaction_log_T028.csv,HandTracker_movement_T028.csv,WristTracker_movement_T028.csv,ElbowTracker_movement_T028.csv,ShoulderTracker_movement_T028.csv,grid_objects_movement_T028.csv
basic/ICRA08/S001,basic,ICRA08,1,29,2,20,362.2117,374.6222,main,False,5,System.Single[],False,,0.0,362.8778,371.9778,Success,interaction_log_T029.csv,HandTracker_movement_T029.csv,WristTracker_movement_T029.csv,ElbowTracker_movement_T029.csv,ShoulderTracker_movement_T029.csv,grid_objects_movement_T029.csv
basic/ICRA08/S001,basic,ICRA08,1,30,2,21,376.7,390.6333,main,False,5,System.Single[],False,,0.0,377.0667,388.2725,Success,interaction_log_T030.csv,HandTracker_movement_T030.csv,WristTracker_movement_T030.csv,ElbowTracker_movement_T030.csv,ShoulderTracker_movement_T030.csv,grid_objects_movement_T030.csv
basic/ICRA08/S001,basic,ICRA08,1,31,2,22,392.8859,397.8556,main,False,5,System.Single[],False,,0.0,393.2667,395.7679,Success,interaction_log_T031.csv,HandTracker_movement_T031.csv,WristTracker_movement_T031.csv,ElbowTracker_movement_T031.csv,ShoulderTracker_movement_T031.csv,grid_objects_movement_T031.csv
basic/ICRA08/S001,basic,ICRA08,1,32,2,23,400.0463,405.1556,main,False,5,System.Single[],False,,0.0,401.0556,403.4643,Success,interaction_log_T032.csv,HandTracker_movement_T032.csv,WristTracker_movement_T032.csv,ElbowTracker_movement_T032.csv,ShoulderTracker_movement_T032.csv,grid_objects_movement_T032.csv
basic/ICRA08/S001,basic,ICRA08,1,33,2,24,408.3461,411.2111,main,False,5,System.Single[],True,centre_free_2,0.0,409.0889,410.1111,Success,interaction_log_T033.csv,HandTracker_movement_T033.csv,WristTracker_movement_T033.csv,ElbowTracker_movement_T033.csv,ShoulderTracker_movement_T033.csv,grid_objects_movement_T033.csv
basic/ICRA08/S001,basic,ICRA08,1,34,2,25,413.3957,420.8778,main,False,5,System.Single[],False,,0.0,414.5889,420.0191,Success,interaction_log_T034.csv,HandTracker_movement_T034.csv,WristTracker_movement_T034.csv,ElbowTracker_movement_T034.csv,ShoulderTracker_movement_T034.csv,grid_objects_movement_T034.csv
basic/ICRA08/S001,basic,ICRA08,1,35,2,26,422.9123,431.0445,main,False,5,System.Single[],False,,0.0,423.5778,430.0948,Success,interaction_log_T035.csv,HandTracker_movement_T035.csv,WristTracker_movement_T035.csv,ElbowTracker_movement_T035.csv,ShoulderTracker_movement_T035.csv,grid_objects_movement_T035.csv
basic/ICRA08/S001,basic,ICRA08,1,36,2,27,433.2745,440.4889,main,False,5,System.Single[],False,,0.0,433.6111,439.7025,Success,interaction_log_T036.csv,HandTracker_movement_T036.csv,WristTracker_movement_T036.csv,ElbowTracker_movement_T036.csv,ShoulderTracker_movement_T036.csv,grid_objects_movement_T036.csv
basic/ICRA08/S001,basic,ICRA08,1,37,2,28,442.8069,452.5334,main,False,5,System.Single[],False,,0.0,444.2778,451.6651,Success,interaction_log_T037.csv,HandTracker_movement_T037.csv,WristTracker_movement_T037.csv,ElbowTracker_movement_T037.csv,ShoulderTracker_movement_T037.csv,grid_objects_movement_T037.csv
basic/ICRA08/S001,basic,ICRA08,1,38,2,29,454.7819,462.3556,main,False,5,System.Single[],False,,0.0,455.0,461.2609,Success,interaction_log_T038.csv,HandTracker_movement_T038.csv,WristTracker_movement_T038.csv,ElbowTracker_movement_T038.csv,ShoulderTracker_movement_T038.csv,grid_objects_movement_T038.csv
basic/ICRA08/S001,basic,ICRA08,1,39,2,30,464.7313,474.3445,main,False,5,System.Single[],True,left_free_first_row_1,0.0,465.1333,472.3753,Success,interaction_log_T039.csv,HandTracker_movement_T039.csv,WristTracker_movement_T039.csv,ElbowTracker_movement_T039.csv,ShoulderTracker_movement_T039.csv,grid_objects_movement_T039.csv
basic/ICRA08/S001,basic,ICRA08,1,40,2,31,476.6869,482.1,main,False,5,System.Single[],False,,0.0,477.6222,481.3116,Success,interaction_log_T040.csv,HandTracker_movement_T040.csv,WristTracker_movement_T040.csv,ElbowTracker_movement_T040.csv,ShoulderTracker_movement_T040.csv,grid_objects_movement_T040.csv
basic/ICRA08/S001,basic,ICRA08,1,41,2,32,485.2212,493.2667,main,False,5,System.Single[],False,,0.0,486.4667,492.2586,Success,interaction_log_T041.csv,HandTracker_movement_T041.csv,WristTracker_movement_T041.csv,ElbowTracker_movement_T041.csv,ShoulderTracker_movement_T041.csv,grid_objects_movement_T041.csv
basic/ICRA08/S001,basic,ICRA08,1,42,2,33,495.3531,507.1,main,False,5,System.Single[],False,,0.0,495.7222,504.9821,Success,interaction_log_T042.csv,HandTracker_movement_T042.csv,WristTracker_movement_T042.csv,ElbowTracker_movement_T042.csv,ShoulderTracker_movement_T042.csv,grid_objects_movement_T042.csv
basic/ICRA08/S001,basic,ICRA08,1,43,2,34,509.5057,516.6556,main,False,5,System.Single[],False,,0.0,510.3445,515.2698,Success,interaction_log_T043.csv,HandTracker_movement_T043.csv,WristTracker_movement_T043.csv,ElbowTracker_movement_T043.csv,ShoulderTracker_movement_T043.csv,grid_objects_movement_T043.csv
basic/ICRA08/S001,basic,ICRA08,1,44,2,35,518.8672,528.3,main,False,5,System.Single[],False,,0.0,519.0,,ArmInteraction,interaction_log_T044.csv,HandTracker_movement_T044.csv,WristTracker_movement_T044.csv,ElbowTracker_movement_T044.csv,ShoulderTracker_movement_T044.csv,grid_objects_movement_T044.csv
basic/ICRA08/S001,basic,ICRA08,1,45,2,36,531.7573,538.3334,main,False,5,System.Single[],True,left_free_first_row_2,0.0,532.1334,,ArmInteraction,interaction_log_T045.csv,HandTracker_movement_T045.csv,WristTracker_movement_T045.csv,ElbowTracker_movement_T045.csv,ShoulderTracker_movement_T045.csv,grid_objects_movement_T045.csv
basic/ICRA08/S001,basic,ICRA08,1,46,2,37,542.4373,549.8778,main,False,5,System.Single[],False,,0.0,543.6667,,ArmInteraction,interaction_log_T046.csv,HandTracker_movement_T046.csv,WristTracker_movement_T046.csv,ElbowTracker_movement_T046.csv,ShoulderTracker_movement_T046.csv,grid_objects_movement_T046.csv
basic/ICRA08/S001,basic,ICRA08,1,47,2,38,553.8414,565.6778,main,False,5,System.Single[],False,,0.0,554.4667,,ArmInteraction,interaction_log_T047.csv,HandTracker_movement_T047.csv,WristTracker_movement_T047.csv,ElbowTracker_movement_T047.csv,ShoulderTracker_movement_T047.csv,grid_objects_movement_T047.csv
basic/ICRA08/S001,basic,ICRA08,1,48,2,39,572.2282,586.3556,main,False,5,System.Single[],False,,0.0,572.6556,584.3704,Success,interaction_log_T048.csv,HandTracker_movement_T048.csv,WristTracker_movement_T048.csv,ElbowTracker_movement_T048.csv,ShoulderTracker_movement_T048.csv,grid_objects_movement_T048.csv
basic/ICRA08/S001,basic,ICRA08,1,49,2,40,588.7826,597.1556,main,False,5,System.Single[],True,centre_free_3,0.0,589.0333,595.6415,Success,interaction_log_T049.csv,HandTracker_movement_T049.csv,WristTracker_movement_T049.csv,ElbowTracker_movement_T049.csv,ShoulderTracker_movement_T049.csv,grid_objects_movement_T049.csv
basic/ICRA08/S001,basic,ICRA08,1,50,2,41,599.4059,606.9778,main,False,5,System.Single[],False,,0.0,600.5222,605.5498,Success,interaction_log_T050.csv,HandTracker_movement_T050.csv,WristTracker_movement_T050.csv,ElbowTracker_movement_T050.csv,ShoulderTracker_movement_T050.csv,grid_objects_movement_T050.csv
basic/ICRA08/S001,basic,ICRA08,1,51,2,42,609.2136,617.4111,main,False,5,System.Single[],False,,0.0,610.5667,616.1505,Success,interaction_log_T051.csv,HandTracker_movement_T051.csv,WristTracker_movement_T051.csv,ElbowTracker_movement_T051.csv,ShoulderTracker_movement_T051.csv,grid_objects_movement_T051.csv
basic/ICRA08/S001,basic,ICRA08,1,52,2,43,619.4683,631.5222,main,False,5,System.Single[],False,,0.0,620.2222,628.9744,Success,interaction_log_T052.csv,HandTracker_movement_T052.csv,WristTracker_movement_T052.csv,ElbowTracker_movement_T052.csv,ShoulderTracker_movement_T052.csv,grid_objects_movement_T052.csv
basic/ICRA08/S001,basic,ICRA08,1,53,2,44,633.4519,640.8445,main,False,5,System.Single[],True,right_free_5,0.0,634.2444,639.7444,Success,interaction_log_T053.csv,HandTracker_movement_T053.csv,WristTracker_movement_T053.csv,ElbowTracker_movement_T053.csv,ShoulderTracker_movement_T053.csv,grid_objects_movement_T053.csv
basic/ICRA08/S001,basic,ICRA08,1,54,2,45,643.9761,651.5333,main,False,5,System.Single[],False,,0.0,644.9889,650.6226,Success,interaction_log_T054.csv,HandTracker_movement_T054.csv,WristTracker_movement_T054.csv,ElbowTracker_movement_T054.csv,ShoulderTracker_movement_T054.csv,grid_objects_movement_T054.csv
basic/ICRA08/S001,basic,ICRA08,1,55,2,46,653.7506,664.1778,main,False,5,System.Single[],True,none_free_2,0.0,654.1778,663.2667,Success,interaction_log_T055.csv,HandTracker_movement_T055.csv,WristTracker_movement_T055.csv,ElbowTracker_movement_T055.csv,ShoulderTracker_movement_T055.csv,grid_objects_movement_T055.csv
basic/ICRA08/S001,basic,ICRA08,1,56,2,47,666.3169,675.5889,main,False,5,System.Single[],False,,0.0,666.7,674.5944,Success,interaction_log_T056.csv,HandTracker_movement_T056.csv,WristTracker_movement_T056.csv,ElbowTracker_movement_T056.csv,ShoulderTracker_movement_T056.csv,grid_objects_movement_T056.csv
