object,x,y,z,width,height,depth
Target,0.1125,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleLong,0.2325,0.79,0.105,0.15,0.12,0.05000001
FailOnTouchObstacleMed,0.2725,0.79,-0.085,0.1,0.12,0.04999995
FailOnTouchObstacleShort,0.0325,0.79,-0.045,0.04999995,0.12,0.04999995
FailOnTouchObstacleShort-1,-0.1875,0.79,-0.105,0.04999995,0.12,0.04999995
FailOnTouchObstacleMed-1,-0.1675,0.79,0.065,0.1,0.12,0.04999995
FailOnTouchObstacleLong-1,0.1725,0.79,-0.025,0.15,0.12,0.05000001
