start_time,end_time,dominant_object,non_dominant_object,interaction_type
716.9111,717.0556,Hand,FailOnTouchObstacleShort,RightGate
716.9111,717.0556,Hand,FailOnTouchObstacleLong,LeftGate
716.9111,717.0556,Hand,FailOnTouchObstacleMed,RightGate
716.9556,717.1334,HandToWrist,FailOnTouchObstacleShort,RightGate
716.9556,717.1334,HandToWrist,FailOnTouchObstacleLong,LeftGate
716.9556,717.1334,HandToWrist,FailOnTouchObstacleMed,RightGate
717.0222,719.0556,WristToElbow,FailOnTouchObstacleLong,LeftGate
717.0222,719.0556,WristToElbow,FailOnTouchObstacleMed,RightGate
717.0778,717.4,WristToElbow,FailOnTouchObstacleShort,RightGate
717.3223,717.9667,Hand,FailOnTouchObstacleMed-1,Pushed
717.334,717.9038,Hand,FailOnTouchObstacleMed-1,PickedUp
717.3445,718.1889,Hand,FailOnTouchObstacleShort-1,RightGate
717.3445,717.9445,Hand,FailOnTouchObstacleMed-1,LeftGate
717.3445,718.1889,Hand,FailOnTouchObstacleLong-1,RightGate
717.4445,718.3445,HandToWrist,FailOnTouchObstacleShort-1,RightGate
717.4445,718.3445,HandToWrist,FailOnTouchObstacleLong-1,RightGate
718.1334,718.8112,WristToElbow,FailOnTouchObstacleShort-1,RightGate
718.1334,718.8112,WristToElbow,FailOnTouchObstacleLong-1,RightGate
718.3556,718.6334,WristToElbow,FailOnTouchObstacleShort,RightGate
718.4,718.6,Hand,Target,Pushed
718.6417,,Hand,Target,PickedUp
718.7,718.8778,HandToWrist,FailOnTouchObstacleLong-1,RightGate
718.7,718.8778,HandToWrist,FailOnTouchObstacleShort-1,RightGate
718.7667,718.8889,Hand,FailOnTouchObstacleLong-1,RightGate
718.7667,718.8889,Hand,FailOnTouchObstacleShort-1,RightGate
718.9778,719.1111,HandToWrist,FailOnTouchObstacleLong,LeftGate
718.9778,719.1111,HandToWrist,FailOnTouchObstacleMed,RightGate
719.0111,719.1111,HandToWrist,FailOnTouchObstacleShort,RightGate
719.0111,719.1223,Hand,FailOnTouchObstacleLong,LeftGate
719.0111,719.1223,Hand,FailOnTouchObstacleMed,RightGate
719.0111,719.1223,Hand,FailOnTouchObstacleShort,RightGate
