start_time,end_time,dominant_object,non_dominant_object,interaction_type
797.2695,797.9509,Hand,FailOnTouchObstacleMed,PickedUp
798.1778,798.3223,Hand,FailOnTouchObstacleMed,RightGate
798.2222,798.3556,HandToWrist,FailOnTouchObstacleMed,RightGate
798.2333,798.3334,Hand,FailOnTouchObstacleShort,RightGate
798.2333,798.3334,Hand,FailOnTouchObstacleLong,LeftGate
798.2667,798.3556,HandToWrist,FailOnTouchObstacleShort,RightGate
798.2667,798.3556,HandToWrist,FailOnTouchObstacleLong,LeftGate
798.3112,799.3112,WristToElbow,FailOnTouchObstacleMed,RightGate
798.3112,799.3223,WristToElbow,FailOnTouchObstacleShort,RightGate
798.3112,799.3223,WristToElbow,FailOnTouchObstacleLong,LeftGate
798.4556,798.6223,Hand,FailOnTouchObstacleShort-1,RightGate
798.4556,798.6223,Hand,FailOnTouchObstacleLong-1,LeftGate
798.4556,798.6223,Hand,FailOnTouchObstacleMed-1,RightGate
798.4889,799.1778,HandToWrist,FailOnTouchObstacleShort-1,RightGate
798.4889,799.1778,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
798.4889,799.1778,HandToWrist,FailOnTouchObstacleMed-1,RightGate
798.6,799.0889,WristToElbow,FailOnTouchObstacleShort-1,RightGate
798.6,799.0889,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
798.6,799.0889,WristToElbow,FailOnTouchObstacleMed-1,RightGate
798.8447,,Hand,Target,PickedUp
799.0667,799.1889,Hand,FailOnTouchObstacleLong-1,LeftGate
799.0667,799.1889,Hand,FailOnTouchObstacleMed-1,RightGate
799.0667,799.1889,Hand,FailOnTouchObstacleShort-1,RightGate
799.2444,799.3778,HandToWrist,FailOnTouchObstacleMed,RightGate
799.2556,799.3889,HandToWrist,FailOnTouchObstacleLong,LeftGate
799.2556,799.3889,HandToWrist,FailOnTouchObstacleShort,RightGate
799.2889,799.3778,Hand,FailOnTouchObstacleMed,RightGate
799.3,799.3889,Hand,FailOnTouchObstacleLong,LeftGate
799.3,799.3889,Hand,FailOnTouchObstacleShort,RightGate
