start_time,end_time,dominant_object,non_dominant_object,interaction_type
138.5,138.6222,Hand,FailOnTouchObstacleMed,LeftGate
138.5,138.6222,Hand,FailOnTouchObstacleLong,RightGate
138.5333,138.6889,HandToWrist,FailOnTouchObstacleMed,LeftGate
138.5333,138.6889,HandToWrist,FailOnTouchObstacleLong,RightGate
138.5889,139.9667,WristToElbow,FailOnTouchObstacleMed,LeftGate
138.5889,139.9667,WristToElbow,FailOnTouchObstacleLong,RightGate
138.7778,138.9778,Hand,FailOnTouchObstacleShort-1,RightGate
138.7778,138.9778,Hand,FailOnTouchObstacleMed-1,LeftGate
138.7778,138.9778,Hand,FailOnTouchObstacleLong-1,RightGate
138.8111,139.1778,HandToWrist,FailOnTouchObstacleShort-1,RightGate
138.8111,139.1778,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
138.8111,139.1778,HandToWrist,FailOnTouchObstacleLong-1,RightGate
138.9444,139.8111,WristToElbow,FailOnTouchObstacleShort-1,RightGate
138.9444,139.8111,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
138.9444,139.8111,WristToElbow,FailOnTouchObstacleLong-1,RightGate
139.3172,,Hand,Target,PickedUp
139.6889,139.9,HandToWrist,FailOnTouchObstacleLong-1,RightGate
139.6889,139.9,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
139.6889,139.9,HandToWrist,FailOnTouchObstacleShort-1,RightGate
139.7778,139.9111,Hand,FailOnTouchObstacleLong-1,RightGate
139.7778,139.9111,Hand,FailOnTouchObstacleMed-1,LeftGate
139.7778,139.9111,Hand,FailOnTouchObstacleShort-1,RightGate
