start_time,end_time,dominant_object,non_dominant_object,interaction_type
376.56,377.6323,Hand,FailOnTouchObstacleShort,PickedUp
377.2,377.2111,Hand,FailOnTouchObstacleShort,RightGate
377.2222,377.6778,Hand,FailOnTouchObstacleShort,LeftGate
377.2222,377.6556,Hand,FailOnTouchObstacleShort,RightGate
378.0778,378.2333,Hand,FailOnTouchObstacleLong,RightGate
378.0778,378.2333,Hand,FailOnTouchObstacleMed,RightGate
378.1,378.2889,Hand,FailOnTouchObstacleShort,LeftGate
378.1222,378.3333,HandToWrist,FailOnTouchObstacleLong,RightGate
378.1222,378.3333,HandToWrist,FailOnTouchObstacleMed,RightGate
378.1556,378.4445,HandToWrist,FailOnTouchObstacleShort,LeftGate
378.2111,381.7444,WristToElbow,FailOnTouchObstacleLong,RightGate
378.2111,381.7444,WristToElbow,FailOnTouchObstacleMed,RightGate
378.2556,381.6889,WristToElbow,FailOnTouchObstacleShort,LeftGate
378.5334,379.6556,Hand,FailOnTouchObstacleShort-1,Pushed
378.5556,378.6667,Hand,FailOnTouchObstacleShort-1,LeftGate
378.5556,378.8111,Hand,FailOnTouchObstacleMed-1,RightGate
378.5556,378.8111,Hand,FailOnTouchObstacleLong-1,RightGate
378.6,378.7667,Hand,FailOnTouchObstacleShort-1,RightGate
378.7272,379.5648,Hand,FailOnTouchObstacleShort-1,PickedUp
378.7778,378.7889,Hand,FailOnTouchObstacleShort-1,RightGate
378.8,378.8222,Hand,FailOnTouchObstacleShort-1,RightGate
378.9111,379.5667,Hand,FailOnTouchObstacleShort-1,RightGate
379.9889,381.4445,Hand,FailOnTouchObstacleShort-1,LeftGate
380.0,380.3333,Hand,FailOnTouchObstacleMed-1,RightGate
380.0,380.3333,Hand,FailOnTouchObstacleLong-1,RightGate
380.0556,380.5778,HandToWrist,FailOnTouchObstacleMed-1,RightGate
380.0556,380.5778,HandToWrist,FailOnTouchObstacleLong-1,RightGate
380.1333,381.4111,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
380.2778,381.3445,WristToElbow,FailOnTouchObstacleMed-1,RightGate
380.2778,381.3445,WristToElbow,FailOnTouchObstacleLong-1,RightGate
380.4222,381.2556,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
380.8556,380.9556,Hand,Target,Pushed
380.9835,,Hand,Target,PickedUp
381.1222,381.4889,HandToWrist,FailOnTouchObstacleLong-1,RightGate
381.1222,381.4889,HandToWrist,FailOnTouchObstacleMed-1,RightGate
381.3,381.5111,Hand,FailOnTouchObstacleMed-1,RightGate
381.3,381.5111,Hand,FailOnTouchObstacleLong-1,RightGate
381.5778,381.8,HandToWrist,FailOnTouchObstacleShort,LeftGate
381.6333,381.8556,HandToWrist,FailOnTouchObstacleLong,RightGate
381.6333,381.8556,HandToWrist,FailOnTouchObstacleMed,RightGate
381.6556,381.8222,Hand,FailOnTouchObstacleShort,LeftGate
381.7222,381.8778,Hand,FailOnTouchObstacleLong,RightGate
381.7222,381.8778,Hand,FailOnTouchObstacleMed,RightGate
