time,FailOnTouchObstacleLong-1_pos_x,FailOnTouchObstacleLong-1_pos_y,FailOnTouchObstacleLong-1_pos_z,FailOnTouchObstacleLong-1_rot_x,FailOnTouchObstacleLong-1_rot_y,FailOnTouchObstacleLong-1_rot_z
560.6667,0.1525,0.79,0.055,0.0,0.0,0.0
560.6778,0.1525,0.79,0.055,0.0002,0.0002,0.0002
560.6889,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.7,0.1525,0.79,0.055,0.0005,0.0005,0.0005
560.7111,0.1525,0.79,0.055,0.0005,0.0005,0.0005
560.7222,0.1525,0.79,0.055,0.0005,0.0005,0.0005
560.7333,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.7444,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.7556,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.7667,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.7778,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.7889,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.8,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.8111,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.8223,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.8334,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.8445,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.8556,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.8667,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.8778,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.8889,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.9,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.9111,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.9222,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.9333,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.9445,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.9556,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.9667,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.9778,0.1525,0.79,0.055,0.0004,0.0004,0.0004
560.9889,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.0,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.0111,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.0222,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.0333,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.0444,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.0555,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.0667,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.0778,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.0889,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.1,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.1111,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.1223,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.1334,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.1445,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.1556,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.1667,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.1778,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.1889,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.2,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.2111,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.2222,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.2333,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.2444,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.2556,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.2667,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.2778,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.2889,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.3,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.3111,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.3223,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.3334,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.3445,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.3556,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.3667,0.1525,0.79,0.055,0.0004,0.0004,0.0004
561.3778,0.1525,0.79,0.055,0.0004,0.0004,0.0004
