time,FailOnTouchObstacleLong_pos_x,FailOnTouchObstacleLong_pos_y,FailOnTouchObstacleLong_pos_z,FailOnTouchObstacleLong_rot_x,FailOnTouchObstacleLong_rot_y,FailOnTouchObstacleLong_rot_z
650.9222,0.1225,0.79,-0.105,0.0,0.0,0.0
650.9333,0.1225,0.79,-0.105,0.0002,0.0002,0.0002
650.9445,0.1225,0.79,-0.105,0.0004,0.0004,0.0004
650.9556,0.1225,0.79,-0.105,0.0005,0.0005,0.0005
650.9667,0.1225,0.79,-0.105,0.0005,0.0005,0.0005
650.9778,0.1225,0.79,-0.105,0.0005,0.0005,0.0005
650.9889,0.1225,0.79,-0.105,0.0004,0.0004,0.0004
651.0,0.1225,0.79,-0.105,0.0004,0.0004,0.0004
651.0111,0.1225,0.79,-0.105,0.0004,0.0004,0.0004
651.0222,0.1225,0.79,-0.105,0.0004,0.0004,0.0004
651.0333,0.1225,0.79,-0.105,0.0004,0.0004,0.0004
651.0444,0.1225,0.79,-0.105,0.0004,0.0004,0.0004
651.0555,0.1225,0.79,-0.105,0.0004,0.0004,0.0004
651.0667,0.1225,0.79,-0.105,0.0004,0.0004,0.0004
651.0778,0.1225,0.79,-0.105,0.0004,0.0004,0.0004
651.0889,0.1225,0.79,-0.105,0.0004,0.0004,0.0004
651.1,0.1225,0.79,-0.105,0.0004,0.0004,0.0004
651.1111,0.1225,0.79,-0.105,0.0004,0.0004,0.0004
651.1223,0.1225,0.79,-0.105,0.0004,0.0004,0.0004
651.1334,0.1225,0.79,-0.105,0.0004,0.0004,0.0004
651.1445,0.1225,0.79,-0.105,0.0004,0.0004,0.0004
651.1556,0.1225,0.79,-0.105,0.0004,0.0004,0.0004
651.1667,0.1225,0.79,-0.105,0.0004,0.0004,0.0004
651.1778,0.1225,0.79,-0.105,0.0004,0.0004,0.0004
651.1889,0.1225,0.79,-0.105,0.0004,0.0004,0.0004
651.2,0.1225,0.79,-0.105,0.0004,0.0004,0.0004
651.2111,0.1225,0.79,-0.105,0.0004,0.0004,0.0004
651.2222,0.1225,0.79,-0.105,0.0004,0.0004,0.0004
