start_time,end_time,dominant_object,non_dominant_object,interaction_type
297.0778,297.2,Hand,FailOnTouchObstacleShort,RightGate
297.0778,297.2,Hand,FailOnTouchObstacleLong,LeftGate
297.0778,297.2,Hand,FailOnTouchObstacleMed,RightGate
297.1,297.2667,HandToWrist,FailOnTouchObstacleShort,RightGate
297.1,297.2667,HandToWrist,FailOnTouchObstacleLong,LeftGate
297.1,297.2667,HandToWrist,FailOnTouchObstacleMed,RightGate
297.1667,299.1778,WristToElbow,FailOnTouchObstacleShort,RightGate
297.1667,299.1778,WristToElbow,FailOnTouchObstacleLong,LeftGate
297.1667,299.1778,WristToElbow,FailOnTouchObstacleMed,RightGate
297.3889,297.8667,Hand,FailOnTouchObstacleShort-1,RightGate
297.3889,297.8667,Hand,FailOnTouchObstacleLong-1,LeftGate
297.3889,297.8667,Hand,FailOnTouchObstacleMed-1,RightGate
297.4445,298.3556,HandToWrist,FailOnTouchObstacleShort-1,RightGate
297.4445,298.3556,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
297.4445,298.3556,HandToWrist,FailOnTouchObstacleMed-1,RightGate
297.7,298.9445,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
297.7,298.9445,WristToElbow,FailOnTouchObstacleMed-1,RightGate
298.0,298.0445,WristToElbow,FailOnTouchObstacleShort-1,RightGate
298.1111,298.2444,WristToElbow,FailOnTouchObstacleShort-1,RightGate
298.2556,298.6778,WristToElbow,FailOnTouchObstacleShort-1,RightGate
298.5725,,Hand,Target,PickedUp
298.7667,299.0222,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
298.7667,299.0222,HandToWrist,FailOnTouchObstacleMed-1,RightGate
298.8667,299.0222,HandToWrist,FailOnTouchObstacleShort-1,RightGate
298.9,299.0334,Hand,FailOnTouchObstacleLong-1,LeftGate
298.9,299.0334,Hand,FailOnTouchObstacleMed-1,RightGate
298.9,299.0334,Hand,FailOnTouchObstacleShort-1,RightGate
299.1222,299.2222,HandToWrist,FailOnTouchObstacleLong,LeftGate
299.1222,299.2222,HandToWrist,FailOnTouchObstacleMed,RightGate
299.1222,299.2222,HandToWrist,FailOnTouchObstacleShort,RightGate
299.1333,299.2333,Hand,FailOnTouchObstacleLong,LeftGate
299.1333,299.2333,Hand,FailOnTouchObstacleMed,RightGate
299.1333,299.2333,Hand,FailOnTouchObstacleShort,RightGate
