directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,type,hand_only,start_timeout,each_half_timeout,shared_trial,trial_name,start_pos_x,start_moved_time,target_reached_time,outcome,interaction_log,HandTracker_movement_filename,WristTracker_movement_filename,ElbowTracker_movement_filename,ShoulderTracker_movement_filename,grid_objects_movement_filename
basic/ICRA15/S001,basic,ICRA15,1,1,1,1,54.26534,59.7,practice,False,5,System.Single[],,,0.0,56.155559999999994,58.521359999999994,Success,interaction_log_T001.csv,HandTracker_movement_T001.csv,WristTracker_movement_T001.csv,ElbowTracker_movement_T001.csv,ShoulderTracker_movement_T001.csv,grid_objects_movement_T001.csv
basic/ICRA15/S001,basic,ICRA15,1,2,1,2,63.280269999999994,69.55556,practice,False,5,System.Single[],,,0.0,63.87778,68.66667,Success,interaction_log_T002.csv,HandTracker_movement_T002.csv,WristTracker_movement_T002.csv,ElbowTracker_movement_T002.csv,ShoulderTracker_movement_T002.csv,grid_objects_movement_T002.csv
basic/ICRA15/S001,basic,ICRA15,1,3,1,3,72.89752,75.56667,practice,False,5,System.Single[],,,0.0,73.44444,74.51111999999999,Success,interaction_log_T003.csv,HandTracker_movement_T003.csv,WristTracker_movement_T003.csv,ElbowTracker_movement_T003.csv,ShoulderTracker_movement_T003.csv,grid_objects_movement_T003.csv
basic/ICRA15/S001,basic,ICRA15,1,4,1,4,78.9632,81.64445,practice,False,5,System.Single[],,,0.0,79.62222,,HitBoundary,interaction_log_T004.csv,HandTracker_movement_T004.csv,WristTracker_movement_T004.csv,ElbowTracker_movement_T004.csv,ShoulderTracker_movement_T004.csv,grid_objects_movement_T004.csv
basic/ICRA15/S001,basic,ICRA15,1,5,1,5,84.88378,89.3,practice,False,5,System.Single[],,,0.0,85.38889,88.25709,Success,interaction_log_T005.csv,HandTracker_movement_T005.csv,WristTracker_movement_T005.csv,ElbowTracker_movement_T005.csv,ShoulderTracker_movement_T005.csv,grid_objects_movement_T005.csv
basic/ICRA15/S001,basic,ICRA15,1,6,1,6,92.41266,93.91111,practice,False,5,System.Single[],,,0.0,93.44445,,HitBoundary,interaction_log_T006.csv,HandTracker_movement_T006.csv,WristTracker_movement_T006.csv,ElbowTracker_movement_T006.csv,ShoulderTracker_movement_T006.csv,grid_objects_movement_T006.csv
basic/ICRA15/S001,basic,ICRA15,1,7,1,7,97.15979,101.7111,practice,False,5,System.Single[],,,0.0,97.96667,100.4222,Success,interaction_log_T007.csv,HandTracker_movement_T007.csv,WristTracker_movement_T007.csv,ElbowTracker_movement_T007.csv,ShoulderTracker_movement_T007.csv,grid_objects_movement_T007.csv
basic/ICRA15/S001,basic,ICRA15,1,8,1,8,105.0016,107.6333,practice,False,5,System.Single[],,,0.0,105.5667,106.5543,Success,interaction_log_T008.csv,HandTracker_movement_T008.csv,WristTracker_movement_T008.csv,ElbowTracker_movement_T008.csv,ShoulderTracker_movement_T008.csv,grid_objects_movement_T008.csv
basic/ICRA15/S001,basic,ICRA15,1,9,1,9,110.7655,113.6889,practice,False,5,System.Single[],,,0.0,111.5444,112.6111,Success,interaction_log_T009.csv,HandTracker_movement_T009.csv,WristTracker_movement_T009.csv,ElbowTracker_movement_T009.csv,ShoulderTracker_movement_T009.csv,grid_objects_movement_T009.csv
basic/ICRA15/S001,basic,ICRA15,1,10,2,1,127.1527,132.1,main,False,5,System.Single[],True,right_free_second_row_2,0.0,127.7778,132.0,ArmInteraction,interaction_log_T010.csv,HandTracker_movement_T010.csv,WristTracker_movement_T010.csv,ElbowTracker_movement_T010.csv,ShoulderTracker_movement_T010.csv,grid_objects_movement_T010.csv
