start_time,end_time,dominant_object,non_dominant_object,interaction_type
968.3,968.3778,Hand,FailOnTouchObstacleMed,Pushed
968.4462,969.4291,Hand,FailOnTouchObstacleMed,PickedUp
970.0556,970.1667,Hand,FailOnTouchObstacleMed,LeftGate
970.0889,970.2222,HandToWrist,FailOnTouchObstacleMed,LeftGate
970.1445,970.6556,WristToElbow,FailOnTouchObstacleMed,LeftGate
970.2111,970.3334,Hand,FailOnTouchObstacleLong,LeftGate
970.2444,970.4111,HandToWrist,FailOnTouchObstacleLong,LeftGate
970.3223,971.3,WristToElbow,FailOnTouchObstacleLong,LeftGate
970.3556,970.5222,Hand,FailOnTouchObstacleShort,RightGate
970.3889,970.6445,HandToWrist,FailOnTouchObstacleShort,RightGate
970.5,971.1667,WristToElbow,FailOnTouchObstacleShort,RightGate
970.5667,971.1111,Hand,FailOnTouchObstacleLong-1,LeftGate
970.5889,971.1,Hand,FailOnTouchObstacleMed-1,LeftGate
970.6111,971.1,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
970.6445,971.0889,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
970.7667,970.9111,Hand,Target,Pushed
970.7889,970.9556,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
970.8704,,Hand,Target,PickedUp
971.0778,971.2444,HandToWrist,FailOnTouchObstacleShort,RightGate
971.1223,971.4556,WristToElbow,FailOnTouchObstacleMed,LeftGate
971.1445,971.2444,Hand,FailOnTouchObstacleShort,RightGate
971.2222,971.3556,HandToWrist,FailOnTouchObstacleLong,LeftGate
971.2667,971.3667,Hand,FailOnTouchObstacleLong,LeftGate
971.3667,971.5111,HandToWrist,FailOnTouchObstacleMed,LeftGate
971.4,971.5222,Hand,FailOnTouchObstacleMed,LeftGate
