object,x,y,z,width,height,depth
Target,0.2125,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleMed,-0.2475,0.79,-0.065,0.1,0.12,0.04999995
FailOnTouchObstacleShort,0.1925,0.79,-0.125,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong,-0.0775,0.79,0.035,0.15,0.12,0.05000001
FailOnTouchObstacleLong-1,0.1825,0.79,0.055,0.15,0.12,0.05000001
FailOnTouchObstacleMed-1,-0.1675,0.79,-0.145,0.1,0.12,0.04999995
FailOnTouchObstacleShort-1,0.0825,0.79,-0.004999999,0.04999995,0.12,0.04999995
