object,x,y,z,width,height,depth
Target,0.1725,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleMed,-0.1175,0.79,0.125,0.1,0.12,0.04999995
FailOnTouchObstacleShort,0.2225,0.79,0.095,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong,0.0725,0.79,-0.165,0.15,0.12,0.05000001
FailOnTouchObstacleShort-1,0.2225,0.79,-0.045,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong-1,-0.1075,0.79,-0.075,0.15,0.12,0.05000001
FailOnTouchObstacleMed-1,-0.1375,0.79,-0.145,0.1,0.12,0.04999995
