object,x,y,z,width,height,depth
Target,0.2025,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleLong,0.2525,0.79,-0.135,0.15,0.12,0.05000001
FailOnTouchObstacleMed,0.1125,0.79,-0.065,0.1,0.12,0.04999995
FailOnTouchObstacleShort,0.1925,0.79,-0.004999999,0.04999995,0.12,0.04999995
FailOnTouchObstacleShort-1,-0.1975,0.79,0.055,0.04999995,0.12,0.04999995
FailOnTouchObstacleMed-1,0.0925,0.79,-0.135,0.1,0.12,0.04999995
FailOnTouchObstacleLong-1,0.0625,0.79,0.035,0.15,0.12,0.05000001
