start_time,end_time,dominant_object,non_dominant_object,interaction_type
1134.944,1135.645,Hand,FailOnTouchObstacleMed,RightGate
1135.0,1135.611,HandToWrist,FailOnTouchObstacleMed,RightGate
1135.399,1136.583,Hand,FailOnTouchObstacleShort-1,PickedUp
1137.111,1137.278,Hand,FailOnTouchObstacleMed,RightGate
1137.133,1137.167,Hand,FailOnTouchObstacleShort,RightGate
1137.145,1137.433,HandToWrist,FailOnTouchObstacleMed,RightGate
1137.256,1139.9,WristToElbow,FailOnTouchObstacleMed,RightGate
1137.322,1138.211,Hand,FailOnTouchObstacleMed-1,RightGate
1137.356,1138.333,Hand,FailOnTouchObstacleLong,RightGate
1137.367,1139.122,HandToWrist,FailOnTouchObstacleMed-1,RightGate
1137.411,1139.156,HandToWrist,FailOnTouchObstacleLong,RightGate
1137.8010000000002,1138.728,Hand,FailOnTouchObstacleLong-1,PickedUp
1138.089,1139.8,WristToElbow,FailOnTouchObstacleMed-1,RightGate
1138.122,1138.4669999999999,Hand,FailOnTouchObstacleShort-1,RightGate
1138.156,1138.922,HandToWrist,FailOnTouchObstacleShort-1,RightGate
1138.211,1139.789,WristToElbow,FailOnTouchObstacleLong,RightGate
1138.3,1138.867,WristToElbow,FailOnTouchObstacleShort,RightGate
1138.322,1138.878,WristToElbow,FailOnTouchObstacleShort-1,RightGate
1138.789,1138.889,Hand,FailOnTouchObstacleShort-1,RightGate
1139.256,1139.622,Hand,FailOnTouchObstacleLong-1,RightGate
1139.333,1139.578,HandToWrist,FailOnTouchObstacleLong-1,RightGate
1139.356,1139.556,Hand,Target,Pushed
1139.5430000000001,,Hand,Target,PickedUp
1139.7,1139.856,HandToWrist,FailOnTouchObstacleLong,RightGate
1139.722,1139.867,HandToWrist,FailOnTouchObstacleMed-1,RightGate
1139.756,1139.856,Hand,FailOnTouchObstacleLong,RightGate
1139.778,1139.867,Hand,FailOnTouchObstacleMed-1,RightGate
1139.844,1139.9560000000001,HandToWrist,FailOnTouchObstacleMed,RightGate
1139.878,1139.9560000000001,Hand,FailOnTouchObstacleMed,RightGate
