time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
698.7222,0.1136,0.6747,-0.4368,49.1089,50.2953,230.3281
698.7333,0.1135,0.6746,-0.4368,49.1222,50.2959,230.3459
698.7444,0.1136,0.6747,-0.4368,49.1298,50.2979,230.3675
698.7556,0.1136,0.6746,-0.4368,49.135,50.3098,230.3969
698.7667,0.1136,0.6746,-0.4367,49.126000000000005,50.3215,230.4258
698.7778,0.1134,0.6745,-0.4367,49.11600000000001,50.3255,230.4311
698.7889,0.1133,0.6745,-0.4367,49.1215,50.336999999999996,230.4417
698.8,0.1132,0.6746,-0.4368,49.1099,50.3391,230.4368
698.8112,0.1133,0.6747,-0.4368,49.1063,50.3582,230.4432
698.8223,0.1133,0.6746,-0.4367,49.0975,50.3743,230.4451
698.8334,0.1133,0.6746,-0.4367,49.0837,50.3689,230.4358
698.8445,0.1132,0.6746,-0.4366,49.09,50.3003,230.3999
698.8556,0.1132,0.6747,-0.4365,49.0986,50.27,230.3778
698.8667,0.1133,0.6747,-0.4365,49.1009,50.2754,230.3747
698.8778,0.1134,0.6747,-0.4365,49.101000000000006,50.2693,230.3489
698.8889,0.1133,0.6747,-0.4366,49.078,50.341,230.3759
698.9,0.1133,0.6748,-0.4368,49.0413,50.3802,230.3927
698.9111,0.1133,0.6748,-0.4368,49.0264,50.3916,230.39
698.9222,0.1134,0.6747,-0.43700000000000006,49.0337,50.3742,230.3571
698.9333,0.1134,0.6747,-0.4369,49.0369,50.3531,230.3374
698.9445,0.1133,0.6747,-0.43700000000000006,49.0325,50.2861,230.2995
698.9556,0.1133,0.6747,-0.43700000000000006,49.0697,50.243,230.2783
698.9667,0.1133,0.6747,-0.4371,49.0804,50.2257,230.2751
698.9778,0.1134,0.6747,-0.4371,49.0818,50.2418,230.282
698.9889,0.1134,0.6746,-0.4372,49.0685,50.2917,230.2873
699.0,0.1134,0.6746,-0.4372,49.0436,50.3465,230.3154
699.0111,0.1134,0.6746,-0.4373,49.007,50.3878,230.3277
699.0222,0.1133,0.6746,-0.4372,49.0078,50.4041,230.3412
699.0333,0.1133,0.6746,-0.4372,49.0066,50.4023,230.3354
699.0444,0.1135,0.6749,-0.4372,49.0248,50.3909,230.3329
699.0555,0.1136,0.6748,-0.4372,49.0413,50.3787,230.3352
699.0667,0.1135,0.6748,-0.4372,49.0436,50.3729,230.3365
699.0778,0.1135,0.6747,-0.4372,49.0238,50.375,230.3432
699.0889,0.1134,0.6747,-0.4372,49.0029,50.3893,230.3457
699.1,0.1134,0.6747,-0.4373,48.9699,50.3978,230.3403
699.1111,0.1134,0.6748,-0.4374,48.9535,50.401,230.3279
699.1223,0.1134,0.6748,-0.4375,48.9447,50.3992,230.335
699.1334,0.1134,0.6748,-0.4374,48.9652,50.3804,230.3381
699.1445,0.1135,0.6748,-0.4373,48.9948,50.348,230.3409
699.1556,0.1134,0.6749,-0.4373,49.025,50.3486,230.3664
699.1667,0.1134,0.675,-0.4374,49.0391,50.3374,230.3681
699.1778,0.1133,0.6749,-0.4374,49.0252,50.3636,230.3719
699.1889,0.1133,0.6748,-0.4373,48.9937,50.4208,230.4073
699.2,0.1133,0.6748,-0.4374,48.9606,50.4518,230.4115
699.2111,0.1132,0.6748,-0.4373,48.9418,50.4829,230.4275
699.2222,0.1132,0.6748,-0.4373,48.9268,50.534,230.4617
699.2333,0.1131,0.6748,-0.4372,48.9291,50.5533,230.4871
699.2444,0.1133,0.6749,-0.4372,48.9506,50.5319,230.4746
699.2556,0.1133,0.6748,-0.4373,48.9653,50.5349,230.4835
699.2667,0.1133,0.6748,-0.4374,48.9554,50.5298,230.4884
699.2778,0.1133,0.6748,-0.4373,48.9431,50.5595,230.5147
699.2889,0.1133,0.6748,-0.4373,48.9492,50.6003,230.5387
699.3,0.1132,0.6747,-0.4373,48.955,50.6521,230.5666
699.3112,0.1133,0.6747,-0.4372,48.9522,50.6789,230.5846
699.3223,0.1133,0.6747,-0.4371,48.9592,50.7329,230.6222
699.3334,0.1133,0.6748,-0.4372,48.9617,50.7448,230.6245
699.3445,0.1133,0.6749,-0.4372,48.9581,50.7636,230.62
699.3556,0.1133,0.6748,-0.4372,48.9656,50.7843,230.6232
699.3667,0.1134,0.6749,-0.4372,48.9708,50.8108,230.6242
699.3778,0.1134,0.6749,-0.4372,48.9435,50.8272,230.6182
699.3889,0.1135,0.6748,-0.4372,48.9309,50.8588,230.6316
699.4,0.1135,0.6748,-0.4373,48.9124,50.8654,230.6279
699.4111,0.1135,0.6748,-0.4372,48.9087,50.8862,230.6503
699.4222,0.1134,0.6749,-0.4371,48.9108,50.902,230.6589
699.4333,0.1135,0.6749,-0.43700000000000006,48.9265,50.9141,230.6539
699.4445,0.1135,0.6749,-0.43700000000000006,48.9234,50.9397,230.6652
699.4556,0.1134,0.6749,-0.4369,48.9189,51.0,230.6927
699.4667,0.1133,0.6748,-0.4368,48.9089,51.0595,230.7291
699.4778,0.1133,0.6748,-0.4367,48.9013,51.095,230.7408
699.4889,0.1134,0.6747,-0.4366,48.9073,51.1549,230.7688
699.5,0.1134,0.6746,-0.4368,48.9053,51.2115,230.7999
699.5111,0.1135,0.6746,-0.4366,48.9019,51.2696,230.8431
699.5222,0.1134,0.6746,-0.4365,48.8982,51.3391,230.8722
699.5333,0.1134,0.6746,-0.4366,48.8907,51.3723,230.8838
699.5444,0.1134,0.6746,-0.4365,48.8823,51.4007,230.8941
699.5555,0.1133,0.6746,-0.4365,48.8757,51.4378,230.9119
699.5667,0.1134,0.6748,-0.4366,48.8748,51.4422,230.9038
699.5778,0.1134,0.6748,-0.4365,48.8692,51.4836,230.9154
699.5889,0.1134,0.6748,-0.4365,48.868,51.5425,230.9299
699.6,0.1134,0.6749,-0.4364,48.8701,51.6112,230.9338
699.6111,0.1134,0.6749,-0.4365,48.8444,51.6984,230.9404
699.6223,0.1136,0.6748,-0.4365,48.8452,51.7819,230.94799999999998
699.6334,0.1138,0.675,-0.4364,48.8297,51.8418,230.9365
699.6445,0.114,0.6751,-0.4363,48.7671,51.8959,230.9023
699.6556,0.1144,0.6751,-0.4362,48.6791,51.9389,230.8278
699.6667,0.1147,0.6753,-0.436,48.5359,52.0186,230.7346
699.6778,0.115,0.6755,-0.4359,48.3818,52.1408,230.5871
699.6889,0.1156,0.6756,-0.4357,48.2407,52.2863,230.4569
699.7,0.11599999999999999,0.6758,-0.4353,48.1212,52.446999999999996,230.3195
699.7111,0.1166,0.6762,-0.4349,48.0254,52.5713,230.1395
699.7222,0.1173,0.6764,-0.4343,47.9762,52.7526,230.0103
699.7333,0.1181,0.6767,-0.4336,47.9289,52.9475,229.8598
699.7444,0.1189,0.677,-0.4328,47.8486,53.1537,229.7165
699.7556,0.1197,0.6775,-0.4316,47.7662,53.5099,229.6195
699.7667,0.1209,0.6779999999999999,-0.4306,47.5993,53.8577,229.4761
699.7778,0.122,0.6785,-0.4292,47.4772,54.3894,229.4313
699.7889,0.12300000000000001,0.679,-0.4281,47.1873,54.693999999999996,229.1938
699.8,0.124,0.6794,-0.4268,47.0173,55.1669,229.1074
699.8112,0.1251,0.6799,-0.4255,46.7451,55.653999999999996,229.0972
699.8223,0.1262,0.6803,-0.424,46.4987,56.1913,229.03400000000002
699.8334,0.1273,0.6808,-0.4228,46.3223,56.7306,228.9546
699.8445,0.1283,0.6814,-0.4213,46.2391,57.2371,228.90200000000002
699.8556,0.1293,0.6819,-0.4198,46.1092,57.7166,228.905
699.8667,0.1303,0.6824,-0.418,46.052,58.2086,229.0197
699.8778,0.1315,0.6829,-0.4163,45.9568,58.6292,229.0399
