directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,type,hand_only,start_timeout,each_half_timeout,shared_trial,trial_name,start_pos_x,start_moved_time,target_reached_time,outcome,interaction_log,HandTracker_movement_filename,WristTracker_movement_filename,ElbowTracker_movement_filename,ShoulderTracker_movement_filename,grid_objects_movement_filename
basic/ICRA17/S001,basic,ICRA17,1,1,1,1,114.0723,126.1778,practice,False,5,System.Single[],,,0.0,116.1889,123.4772,Success,interaction_log_T001.csv,HandTracker_movement_T001.csv,WristTracker_movement_T001.csv,ElbowTracker_movement_T001.csv,ShoulderTracker_movement_T001.csv,grid_objects_movement_T001.csv
basic/ICRA17/S001,basic,ICRA17,1,2,1,2,133.9439,144.8333,practice,False,5,System.Single[],,,0.0,135.2111,,ArmInteraction,interaction_log_T002.csv,HandTracker_movement_T002.csv,WristTracker_movement_T002.csv,ElbowTracker_movement_T002.csv,ShoulderTracker_movement_T002.csv,grid_objects_movement_T002.csv
basic/ICRA17/S001,basic,ICRA17,1,3,1,3,149.7727,154.0667,practice,False,5,System.Single[],,,0.0,149.8889,,HitBoundary,interaction_log_T003.csv,HandTracker_movement_T003.csv,WristTracker_movement_T003.csv,ElbowTracker_movement_T003.csv,ShoulderTracker_movement_T003.csv,grid_objects_movement_T003.csv
basic/ICRA17/S001,basic,ICRA17,1,4,1,4,159.8148,176.4365,practice,False,5,System.Single[],,,0.0,161.4333,,FirstHalfTimeout,interaction_log_T004.csv,HandTracker_movement_T004.csv,WristTracker_movement_T004.csv,ElbowTracker_movement_T004.csv,ShoulderTracker_movement_T004.csv,grid_objects_movement_T004.csv
basic/ICRA17/S001,basic,ICRA17,1,5,1,5,180.1341,191.2222,practice,False,5,System.Single[],,,0.0,180.5222,189.5959,Success,interaction_log_T005.csv,HandTracker_movement_T005.csv,WristTracker_movement_T005.csv,ElbowTracker_movement_T005.csv,ShoulderTracker_movement_T005.csv,grid_objects_movement_T005.csv
basic/ICRA17/S001,basic,ICRA17,1,6,1,6,194.9573,203.9778,practice,False,5,System.Single[],,,0.0,195.4222,202.2556,Success,interaction_log_T006.csv,HandTracker_movement_T006.csv,WristTracker_movement_T006.csv,ElbowTracker_movement_T006.csv,ShoulderTracker_movement_T006.csv,grid_objects_movement_T006.csv
basic/ICRA17/S001,basic,ICRA17,1,7,1,7,207.6021,216.6111,practice,False,5,System.Single[],,,0.0,207.9111,215.1333,Success,interaction_log_T007.csv,HandTracker_movement_T007.csv,WristTracker_movement_T007.csv,ElbowTracker_movement_T007.csv,ShoulderTracker_movement_T007.csv,grid_objects_movement_T007.csv
basic/ICRA17/S001,basic,ICRA17,1,8,1,8,220.2359,227.2778,practice,False,5,System.Single[],,,0.0,220.9222,225.8667,Success,interaction_log_T008.csv,HandTracker_movement_T008.csv,WristTracker_movement_T008.csv,ElbowTracker_movement_T008.csv,ShoulderTracker_movement_T008.csv,grid_objects_movement_T008.csv
basic/ICRA17/S001,basic,ICRA17,1,9,1,9,230.9372,240.5667,practice,False,5,System.Single[],,,0.0,231.2333,239.3667,ArmInteraction,interaction_log_T009.csv,HandTracker_movement_T009.csv,WristTracker_movement_T009.csv,ElbowTracker_movement_T009.csv,ShoulderTracker_movement_T009.csv,grid_objects_movement_T009.csv
basic/ICRA17/S001,basic,ICRA17,1,10,2,1,263.4993,273.5333,main,False,5,System.Single[],False,,0.0,263.7333,272.2444,Success,interaction_log_T010.csv,HandTracker_movement_T010.csv,WristTracker_movement_T010.csv,ElbowTracker_movement_T010.csv,ShoulderTracker_movement_T010.csv,grid_objects_movement_T010.csv
basic/ICRA17/S001,basic,ICRA17,1,11,2,2,277.5182,282.0222,main,False,5,System.Single[],True,right_free_4,0.0,277.6778,,ArmInteraction,interaction_log_T011.csv,HandTracker_movement_T011.csv,WristTracker_movement_T011.csv,ElbowTracker_movement_T011.csv,ShoulderTracker_movement_T011.csv,grid_objects_movement_T011.csv
basic/ICRA17/S001,basic,ICRA17,1,12,2,3,284.4215,296.0334,main,False,5,System.Single[],False,,0.0,284.8667,294.9554,Success,interaction_log_T012.csv,HandTracker_movement_T012.csv,WristTracker_movement_T012.csv,ElbowTracker_movement_T012.csv,ShoulderTracker_movement_T012.csv,grid_objects_movement_T012.csv
basic/ICRA17/S001,basic,ICRA17,1,13,2,4,299.6469,305.4222,main,False,5,System.Single[],True,left_free_4,0.0,299.9667,,KnockedOverObstacle,interaction_log_T013.csv,HandTracker_movement_T013.csv,WristTracker_movement_T013.csv,ElbowTracker_movement_T013.csv,ShoulderTracker_movement_T013.csv,grid_objects_movement_T013.csv
basic/ICRA17/S001,basic,ICRA17,1,14,2,5,308.6839,317.9333,main,False,5,System.Single[],False,,0.0,309.2111,316.9614,ArmInteraction,interaction_log_T014.csv,HandTracker_movement_T014.csv,WristTracker_movement_T014.csv,ElbowTracker_movement_T014.csv,ShoulderTracker_movement_T014.csv,grid_objects_movement_T014.csv
basic/ICRA17/S001,basic,ICRA17,1,15,2,6,320.8596,331.5889,main,False,5,System.Single[],False,,0.0,321.4445,330.1534,Success,interaction_log_T015.csv,HandTracker_movement_T015.csv,WristTracker_movement_T015.csv,ElbowTracker_movement_T015.csv,ShoulderTracker_movement_T015.csv,grid_objects_movement_T015.csv
basic/ICRA17/S001,basic,ICRA17,1,16,2,7,335.7499,345.6444,main,False,5,System.Single[],True,right_free_2,0.0,336.0334,,KnockedOverObstacle,interaction_log_T016.csv,HandTracker_movement_T016.csv,WristTracker_movement_T016.csv,ElbowTracker_movement_T016.csv,ShoulderTracker_movement_T016.csv,grid_objects_movement_T016.csv
basic/ICRA17/S001,basic,ICRA17,1,17,2,8,348.0487,355.6333,main,False,5,System.Single[],True,centre_free_first_row_1,0.0,348.5889,,ArmInteraction,interaction_log_T017.csv,HandTracker_movement_T017.csv,WristTracker_movement_T017.csv,ElbowTracker_movement_T017.csv,ShoulderTracker_movement_T017.csv,grid_objects_movement_T017.csv
basic/ICRA17/S001,basic,ICRA17,1,18,2,9,357.9456,370.1556,main,False,5,System.Single[],False,,0.0,358.4889,367.3667,Success,interaction_log_T018.csv,HandTracker_movement_T018.csv,WristTracker_movement_T018.csv,ElbowTracker_movement_T018.csv,ShoulderTracker_movement_T018.csv,grid_objects_movement_T018.csv
