object,x,y,z,width,height,depth
Target,-0.0275,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleShort,-0.2875,0.79,0.035,0.04999995,0.12,0.04999995
FailOnTouchObstacleMed,-0.0875,0.79,-0.015,0.1,0.12,0.04999995
FailOnTouchObstacleLong,0.2525,0.79,0.015,0.15,0.12,0.05000001
FailOnTouchObstacleMed-1,0.0825,0.79,-0.015,0.1,0.12,0.04999995
FailOnTouchObstacleLong-1,0.1425,0.79,-0.125,0.15,0.12,0.05000001
FailOnTouchObstacleShort-1,0.2825,0.79,-0.175,0.04999995,0.12,0.04999995
