object,x,y,z,width,height,depth
Target,0.1525,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleMed,0.1025,0.79,-0.125,0.1,0.12,0.04999995
FailOnTouchObstacleLong,-0.1575,0.79,-0.135,0.15,0.12,0.05000001
FailOnTouchObstacleShort,-0.2875,0.79,0.045,0.04999995,0.12,0.04999995
FailOnTouchObstacleMed-1,0.1225,0.79,0.045,0.1,0.12,0.04999995
FailOnTouchObstacleShort-1,0.1025,0.79,-0.065,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong-1,-0.0075,0.79,-0.035,0.15,0.12,0.05000001
