start_time,end_time,dominant_object,non_dominant_object,interaction_type
699.7281,700.8118,Hand,FailOnTouchObstacleLong,PickedUp
701.2667,701.4333,Hand,FailOnTouchObstacleShort,RightGate
701.2667,701.4333,Hand,FailOnTouchObstacleMed,RightGate
701.3,701.5444,HandToWrist,FailOnTouchObstacleShort,RightGate
701.3,701.5444,HandToWrist,FailOnTouchObstacleMed,RightGate
701.4111,703.9445,WristToElbow,FailOnTouchObstacleShort,RightGate
701.4111,703.9445,WristToElbow,FailOnTouchObstacleMed,RightGate
701.5556,702.2333,Hand,FailOnTouchObstacleLong,LeftGate
701.6889,703.4,HandToWrist,FailOnTouchObstacleLong,LeftGate
701.7277,702.4315,Hand,FailOnTouchObstacleLong-1,PickedUp
702.0778,702.6,WristToElbow,FailOnTouchObstacleLong,LeftGate
702.4667,703.1223,Hand,FailOnTouchObstacleLong,LeftGate
702.8556,703.1223,Hand,FailOnTouchObstacleMed-1,RightGate
702.8556,703.1223,Hand,FailOnTouchObstacleShort-1,RightGate
702.9111,703.8,HandToWrist,FailOnTouchObstacleShort-1,RightGate
702.9111,703.8,HandToWrist,FailOnTouchObstacleMed-1,RightGate
702.9667,703.7556,WristToElbow,FailOnTouchObstacleLong,LeftGate
703.0778,703.7,WristToElbow,FailOnTouchObstacleShort-1,RightGate
703.0778,703.7,WristToElbow,FailOnTouchObstacleMed-1,RightGate
703.1445,703.6445,Hand,FailOnTouchObstacleLong-1,LeftGate
703.2556,703.6,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
703.4257,,Hand,Target,PickedUp
703.5556,703.8223,HandToWrist,FailOnTouchObstacleLong,LeftGate
703.6556,703.8334,Hand,FailOnTouchObstacleLong,LeftGate
703.6556,703.8,Hand,FailOnTouchObstacleMed-1,RightGate
703.6556,703.8,Hand,FailOnTouchObstacleShort-1,RightGate
703.8889,704.0111,HandToWrist,FailOnTouchObstacleMed,RightGate
703.8889,704.0111,HandToWrist,FailOnTouchObstacleShort,RightGate
703.9222,704.0111,Hand,FailOnTouchObstacleMed,RightGate
703.9222,704.0111,Hand,FailOnTouchObstacleShort,RightGate
