time,FailOnTouchObstacleMed-1_pos_x,FailOnTouchObstacleMed-1_pos_y,FailOnTouchObstacleMed-1_pos_z,FailOnTouchObstacleMed-1_rot_x,FailOnTouchObstacleMed-1_rot_y,FailOnTouchObstacleMed-1_rot_z
852.7111,0.0525,0.79,0.055,0.0,0.0,0.0
852.7222,0.0525,0.79,0.055,0.0,0.0,0.0
852.7333,0.0525,0.79,0.055,0.0,0.0,0.0
852.7444,0.0525,0.79,0.055,0.0,0.0,0.0
852.7556,0.0525,0.79,0.055,0.0,0.0,0.0
852.7667,0.0525,0.79,0.055,0.0,0.0,0.0
852.7778,0.0525,0.79,0.055,0.0,0.0,0.0
852.7889,0.0525,0.79,0.055,0.0,0.0,0.0
852.8,0.0525,0.79,0.055,0.0,0.0,0.0
852.8112,0.0525,0.79,0.055,0.0,0.0,0.0
852.8223,0.0525,0.79,0.055,0.0,0.0,0.0
852.8334,0.0525,0.79,0.055,0.0,0.0,0.0
852.8445,0.0525,0.79,0.055,0.0,0.0,0.0
852.8556,0.0525,0.79,0.055,0.0,0.0,0.0
852.8667,0.0525,0.79,0.055,0.0,0.0,0.0
852.8778,0.0525,0.79,0.055,0.0,0.0,0.0
852.8889,0.0525,0.79,0.055,0.0,0.0,0.0
852.9,0.0525,0.79,0.055,0.0,0.0,0.0
852.9111,0.0525,0.79,0.055,0.0,0.0,0.0
852.9222,0.0525,0.79,0.055,0.0,0.0,0.0
852.9333,0.0525,0.79,0.055,0.0,0.0,0.0
852.9445,0.0525,0.79,0.055,0.0,0.0,0.0
852.9556,0.0525,0.79,0.055,0.0,0.0,0.0
852.9667,0.0525,0.79,0.055,0.0,0.0,0.0
852.9778,0.0525,0.79,0.055,0.0,0.0,0.0
852.9889,0.0525,0.79,0.055,0.0,0.0,0.0
853.0,0.0525,0.79,0.055,0.0,0.0,0.0
853.0111,0.0525,0.79,0.055,0.0,0.0,0.0
853.0222,0.0525,0.79,0.055,0.0,0.0,0.0
853.0333,0.0525,0.79,0.055,0.0,0.0,0.0
853.0445,0.0525,0.79,0.055,0.0,0.0,0.0
853.0556,0.0525,0.79,0.055,0.0,0.0,0.0
853.0667,0.0525,0.79,0.055,0.0,0.0,0.0
853.0778,0.0525,0.79,0.055,0.0,0.0,0.0
853.0889,0.0525,0.79,0.055,0.0,0.0,0.0
853.1,0.0525,0.79,0.055,0.0,0.0,0.0
853.1111,0.0525,0.79,0.055,0.0,0.0,0.0
853.1223,0.0525,0.79,0.055,0.0,0.0,0.0
853.1334,0.0525,0.79,0.055,0.0,0.0,0.0
853.1445,0.0525,0.79,0.055,0.0,0.0,0.0
853.1556,0.0525,0.79,0.055,0.0,0.0,0.0
853.1667,0.0525,0.79,0.055,0.0,0.0,0.0
853.1778,0.0525,0.79,0.055,0.0,0.0,0.0
853.1889,0.0525,0.79,0.055,0.0,0.0,0.0
853.2,0.0525,0.79,0.055,0.0,0.0,0.0
853.2111,0.0525,0.79,0.055,0.0,0.0,0.0
853.2222,0.0525,0.79,0.055,0.0,0.0,0.0
853.2333,0.0525,0.79,0.055,0.0,0.0,0.0
853.2444,0.0525,0.79,0.055,0.0,0.0,0.0
853.2556,0.0525,0.79,0.055,0.0,0.0,0.0
