start_time,end_time,dominant_object,non_dominant_object,interaction_type
546.0782,547.3407,Hand,FailOnTouchObstacleLong,PickedUp
547.9111,548.0667,Hand,FailOnTouchObstacleShort,RightGate
547.9111,548.0667,Hand,FailOnTouchObstacleMed,RightGate
547.9222,548.1111,Hand,FailOnTouchObstacleLong,RightGate
547.9445,548.1667,HandToWrist,FailOnTouchObstacleShort,RightGate
547.9445,548.1667,HandToWrist,FailOnTouchObstacleMed,RightGate
547.9667,548.2222,HandToWrist,FailOnTouchObstacleLong,RightGate
548.0444,549.5444,WristToElbow,FailOnTouchObstacleShort,RightGate
548.0444,549.5444,WristToElbow,FailOnTouchObstacleMed,RightGate
548.1,549.5111,WristToElbow,FailOnTouchObstacleLong,RightGate
548.2667,548.4667,Hand,FailOnTouchObstacleMed-1,LeftGate
548.2667,548.4667,Hand,FailOnTouchObstacleLong-1,RightGate
548.3,548.6223,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
548.3,548.6223,HandToWrist,FailOnTouchObstacleLong-1,RightGate
548.4333,549.2556,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
548.4333,549.2556,WristToElbow,FailOnTouchObstacleLong-1,RightGate
548.8223,549.0111,Hand,Target,Pushed
548.8372,,Hand,Target,PickedUp
549.0889,549.3556,HandToWrist,FailOnTouchObstacleLong-1,RightGate
549.0889,549.3556,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
549.2,549.3667,Hand,FailOnTouchObstacleLong-1,RightGate
549.2,549.3667,Hand,FailOnTouchObstacleMed-1,LeftGate
549.4222,549.6,HandToWrist,FailOnTouchObstacleLong,RightGate
549.4556,549.6223,HandToWrist,FailOnTouchObstacleMed,RightGate
549.4556,549.6223,HandToWrist,FailOnTouchObstacleShort,RightGate
549.4889,549.6111,Hand,FailOnTouchObstacleLong,RightGate
549.5111,549.6334,Hand,FailOnTouchObstacleMed,RightGate
549.5111,549.6334,Hand,FailOnTouchObstacleShort,RightGate
