object,x,y,z,width,height,depth
Target,0.0425,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleMed,0.0325,0.79,0.005000001,0.1,0.12,0.04999995
FailOnTouchObstacleLong,0.0025,0.79,-0.185,0.15,0.12,0.05000001
FailOnTouchObstacleShort,0.2425,0.79,0.045,0.04999995,0.12,0.04999995
FailOnTouchObstacleShort-1,0.3025,0.79,0.165,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong-1,-0.1575,0.79,0.005000001,0.15,0.12,0.05000001
FailOnTouchObstacleMed-1,0.2025,0.79,0.135,0.1,0.12,0.04999995
