object,x,y,z,width,height,depth
Target,-0.0575,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleMed,0.1225,0.79,-0.125,0.1,0.12,0.04999995
FailOnTouchObstacleShort,-0.0175,0.79,0.005000001,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong,-0.1375,0.79,-0.135,0.15,0.12,0.05000001
FailOnTouchObstacleMed-1,-0.1875,0.79,-0.045,0.1,0.12,0.04999995
FailOnTouchObstacleShort-1,0.2825,0.79,0.135,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong-1,0.0825,0.79,0.095,0.15,0.12,0.05000001
