time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
521.5444,0.1588,0.8079999999999999,-0.5622,338.66,105.7893,144.9806
521.5555,0.1589,0.8079,-0.5622,338.6641,105.788,144.99
521.5667,0.1589,0.8078,-0.5623,338.657,105.7686,145.0037
521.5778,0.1589,0.8078,-0.5623,338.6518,105.7553,145.0206
521.5889,0.1589,0.8078,-0.5623,338.6509,105.7419,145.0289
521.6,0.1586,0.8079999999999999,-0.5622,338.6326,105.7377,145.0542
521.6111,0.1586,0.8081,-0.5622,338.6385,105.7412,145.0717
521.6223,0.1586,0.8081,-0.5621,338.6352,105.7589,145.0727
521.6334,0.1586,0.8081,-0.562,338.63599999999997,105.7629,145.0907
521.6445,0.1586,0.8082,-0.562,338.6234,105.7516,145.0997
521.6556,0.1585,0.8081,-0.5621,338.6331,105.7248,145.113
521.6667,0.1585,0.8081,-0.5621,338.6376,105.6769,145.1271
521.6778,0.1585,0.8081,-0.5621,338.6544,105.5963,145.1582
521.6889,0.1584,0.8079999999999999,-0.5622,338.6553,105.4885,145.1929
521.7,0.1582,0.8079,-0.5621,338.6512,105.3863,145.2307
521.7111,0.1582,0.8079,-0.5621,338.6572,105.2872,145.2725
521.7222,0.1582,0.8078,-0.5619,338.668,105.1743,145.3215
521.7333,0.1582,0.8077,-0.5619,338.663,105.0673,145.3639
521.7444,0.1582,0.8077,-0.5618,338.6522,104.9707,145.4042
521.7556,0.1581,0.8077,-0.5618,338.6374,104.8777,145.4422
521.7667,0.1581,0.8076,-0.5616,338.6145,104.805,145.4902
521.7778,0.1581,0.8076,-0.5615,338.5938,104.7101,145.5425
521.7889,0.1579,0.8075,-0.5612,338.5794,104.6225,145.612
521.8,0.158,0.8075,-0.5612,338.5789,104.5438,145.6796
521.8111,0.158,0.8075,-0.5611,338.5842,104.4785,145.7465
521.8222,0.1578,0.8074,-0.5611,338.5813,104.413,145.8071
521.8334,0.1578,0.8074,-0.5611,338.5721,104.3866,145.8354
521.8445,0.1578,0.8073,-0.5611,338.5506,104.4024,145.8315
521.8556,0.1578,0.8072,-0.5611,338.5434,104.4554,145.7871
521.8667,0.1578,0.8072,-0.5611,338.5397,104.5145,145.7484
521.8778,0.1577,0.8071,-0.561,338.54900000000004,104.5899,145.6981
521.8889,0.1577,0.8071,-0.561,338.5626,104.6152,145.6903
521.9,0.158,0.8072,-0.5612,338.5756,104.6022,145.6997
521.9111,0.158,0.8072,-0.5613,338.56199999999995,104.5794,145.7234
521.9222,0.1581,0.8072,-0.5611,338.5549,104.5551,145.7557
521.9333,0.1582,0.8072,-0.5611,338.5528,104.5341,145.7796
521.9445,0.1583,0.8073,-0.5612,338.555,104.5321,145.7906
521.9556,0.1581,0.8074,-0.5613,338.5417,104.5304,145.7799
521.9667,0.1581,0.8074,-0.5614,338.5325,104.5401,145.7804
521.9778,0.1582,0.8074,-0.5615,338.5288,104.5508,145.7771
521.9889,0.1581,0.8074,-0.5618,338.5212,104.5719,145.7547
522.0,0.1581,0.8075,-0.5618,338.5265,104.5947,145.7379
522.0111,0.1582,0.8075,-0.5619,338.52099999999996,104.6168,145.721
522.0222,0.1582,0.8076,-0.5619,338.5131,104.613,145.7273
522.0333,0.1582,0.8076,-0.5619,338.509,104.6047,145.7317
522.0444,0.1582,0.8076,-0.562,338.4989,104.5763,145.7674
522.0555,0.1583,0.8076,-0.562,338.4967,104.5588,145.7818
522.0667,0.1584,0.8076,-0.5621,338.4854,104.5515,145.7976
522.0778,0.1584,0.8076,-0.5621,338.4823,104.5461,145.8194
522.0889,0.1584,0.8076,-0.5622,338.4728,104.5395,145.8239
522.1,0.158,0.8072,-0.5619,338.4467,104.5494,145.8249
522.1111,0.158,0.8072,-0.5619,338.4252,104.5515,145.8245
522.1223,0.1581,0.8072,-0.5619,338.41900000000004,104.5453,145.8286
522.1334,0.1581,0.8072,-0.5619,338.4227,104.5379,145.8314
522.1445,0.1579,0.8071,-0.5617,338.4375,104.5268,145.8267
522.1556,0.1579,0.8071,-0.5616,338.4568,104.5252,145.8041
522.1667,0.1576,0.807,-0.5613,338.4824,104.5238,145.7556
522.1778,0.1575,0.8071,-0.5611,338.5463,104.5192,145.6757
522.1889,0.1573,0.8072,-0.5608,338.5885,104.4686,145.5816
522.2,0.1572,0.8073,-0.5605,338.6131,104.3882,145.5017
522.2111,0.157,0.8076,-0.5601,338.6396,104.2616,145.3642
522.2222,0.1567,0.8079,-0.5596,338.6942,104.0957,145.208
522.2333,0.1565,0.8083,-0.5589999999999999,338.7347,103.8544,145.0159
522.2444,0.1561,0.8088,-0.5582,338.7792,103.5567,144.77700000000002
522.2556,0.1557,0.8092,-0.5574,338.82800000000003,103.2356,144.5416
522.2667,0.1551,0.8096,-0.5561,338.8319,102.7498,144.2749
522.2778,0.1544,0.8102,-0.555,338.776,102.1249,144.0202
522.2889,0.1538,0.8108,-0.5535,338.6637,101.416,143.7788
522.3,0.1532,0.8116,-0.5522,338.5637,100.7485,143.4983
522.3111,0.1523,0.8123,-0.5502,338.4457,100.0475,143.0924
522.3222,0.1514,0.813,-0.5479999999999999,338.4409,99.4983,142.4745
522.3334,0.1501,0.8138,-0.5454,338.6728,99.1677,141.6305
522.3445,0.1487,0.8146,-0.5424,339.1061,99.0682,140.5839
522.3556,0.1468,0.8152,-0.5394,339.6855,99.1343,139.4751
522.3667,0.1452,0.816,-0.5367,340.3065,99.1383,138.4969
522.3778,0.1427,0.8168,-0.5341,341.121,99.1303,137.7116
522.3889,0.14,0.8176,-0.5315,341.87,98.936,137.22299999999998
