start_time,end_time,dominant_object,non_dominant_object,interaction_type
1080.267,1081.156,Hand,FailOnTouchObstacleLong-1,Pushed
1080.295,1081.077,Hand,FailOnTouchObstacleLong-1,PickedUp
1080.3110000000001,1081.133,Hand,FailOnTouchObstacleLong-1,LeftGate
1081.5330000000001,1081.6889999999999,Hand,FailOnTouchObstacleLong,LeftGate
1081.567,1081.8,HandToWrist,FailOnTouchObstacleLong,LeftGate
1081.678,1082.922,WristToElbow,FailOnTouchObstacleLong,LeftGate
1081.722,1081.9560000000001,Hand,FailOnTouchObstacleMed-1,RightGate
1081.767,1082.844,HandToWrist,FailOnTouchObstacleMed-1,RightGate
1081.856,1082.733,Hand,FailOnTouchObstacleMed,LeftGate
1081.9,1082.711,Hand,FailOnTouchObstacleShort,RightGate
1081.911,1082.722,HandToWrist,FailOnTouchObstacleMed,LeftGate
1081.922,1082.711,Hand,FailOnTouchObstacleLong-1,RightGate
1081.922,1082.711,WristToElbow,FailOnTouchObstacleMed-1,RightGate
1081.9560000000001,1082.6889999999999,HandToWrist,FailOnTouchObstacleShort,RightGate
1082.0330000000001,1082.645,HandToWrist,FailOnTouchObstacleLong-1,RightGate
1082.245,1082.567,Hand,Target,Pushed
1082.329,,Hand,Target,PickedUp
1082.667,1082.856,Hand,FailOnTouchObstacleMed-1,RightGate
1082.8110000000001,1083.022,HandToWrist,FailOnTouchObstacleLong,LeftGate
1082.889,1083.0330000000001,Hand,FailOnTouchObstacleLong,LeftGate
