start_time,end_time,dominant_object,non_dominant_object,interaction_type
435.5445,435.6556,Hand,FailOnTouchObstacleShort,LeftGate
435.5445,435.6556,Hand,FailOnTouchObstacleMed,LeftGate
435.5445,435.6556,Hand,FailOnTouchObstacleLong,RightGate
435.5778,435.7222,HandToWrist,FailOnTouchObstacleShort,LeftGate
435.5778,435.7222,HandToWrist,FailOnTouchObstacleMed,LeftGate
435.5778,435.7222,HandToWrist,FailOnTouchObstacleLong,RightGate
435.6445,436.8667,WristToElbow,FailOnTouchObstacleShort,LeftGate
435.6445,436.8667,WristToElbow,FailOnTouchObstacleMed,LeftGate
435.6445,436.8667,WristToElbow,FailOnTouchObstacleLong,RightGate
435.7778,435.9778,Hand,FailOnTouchObstacleShort-1,LeftGate
435.7778,435.9778,Hand,FailOnTouchObstacleLong-1,LeftGate
435.7778,435.9778,Hand,FailOnTouchObstacleMed-1,RightGate
435.8111,436.2778,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
435.8111,436.2778,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
435.8111,436.2778,HandToWrist,FailOnTouchObstacleMed-1,RightGate
435.9445,436.6556,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
435.9445,436.6556,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
435.9445,436.6556,WristToElbow,FailOnTouchObstacleMed-1,RightGate
436.3633,,Hand,Target,PickedUp
436.4778,436.7333,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
436.4778,436.7333,HandToWrist,FailOnTouchObstacleMed-1,RightGate
436.4778,436.7333,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
436.6333,436.7444,Hand,FailOnTouchObstacleLong-1,LeftGate
436.6333,436.7444,Hand,FailOnTouchObstacleMed-1,RightGate
436.6333,436.7444,Hand,FailOnTouchObstacleShort-1,LeftGate
436.8,436.9333,HandToWrist,FailOnTouchObstacleLong,RightGate
436.8,436.9333,HandToWrist,FailOnTouchObstacleMed,LeftGate
436.8,436.9333,HandToWrist,FailOnTouchObstacleShort,LeftGate
436.8333,436.9445,Hand,FailOnTouchObstacleLong,RightGate
436.8333,436.9445,Hand,FailOnTouchObstacleMed,LeftGate
436.8333,436.9445,Hand,FailOnTouchObstacleShort,LeftGate
