start_time,end_time,dominant_object,non_dominant_object,interaction_type
1413.128,1413.496,Hand,FailOnTouchObstacleLong-1,PickedUp
1414.0220000000002,1414.1779999999999,Hand,FailOnTouchObstacleLong-1,LeftGate
1414.056,1414.2779999999998,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
1414.089,1414.256,Hand,FailOnTouchObstacleLong,LeftGate
1414.122,1414.3670000000002,HandToWrist,FailOnTouchObstacleLong,LeftGate
1414.1329999999998,1415.078,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
1414.211,1415.0220000000002,WristToElbow,FailOnTouchObstacleLong,LeftGate
1414.245,1414.467,Hand,FailOnTouchObstacleMed-1,LeftGate
1414.289,1414.9779999999998,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
1414.422,1414.889,Hand,FailOnTouchObstacleMed,LeftGate
1414.422,1414.9,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
1414.467,1414.8670000000002,HandToWrist,FailOnTouchObstacleMed,LeftGate
1414.77,,Hand,Target,PickedUp
1414.856,1414.989,Hand,FailOnTouchObstacleMed-1,LeftGate
1414.944,1415.078,HandToWrist,FailOnTouchObstacleLong,LeftGate
1414.9779999999998,1415.089,Hand,FailOnTouchObstacleLong,LeftGate
1414.989,1415.122,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
1415.011,1415.1329999999998,Hand,FailOnTouchObstacleLong-1,LeftGate
