start_time,end_time,dominant_object,non_dominant_object,interaction_type
764.3828,765.3439,Hand,FailOnTouchObstacleLong-1,PickedUp
765.5889,765.7667,Hand,FailOnTouchObstacleMed,LeftGate
765.6334,765.7778,HandToWrist,FailOnTouchObstacleMed,LeftGate
765.6445,765.8667,Hand,FailOnTouchObstacleLong-1,RightGate
765.7,765.8778,HandToWrist,FailOnTouchObstacleLong-1,RightGate
765.7444,765.9111,Hand,FailOnTouchObstacleShort,RightGate
765.7778,765.9333,HandToWrist,FailOnTouchObstacleShort,RightGate
765.9556,767.6445,WristToElbow,FailOnTouchObstacleMed,LeftGate
765.9778,768.5778,WristToElbow,FailOnTouchObstacleLong-1,RightGate
765.9778,768.3334,WristToElbow,FailOnTouchObstacleShort,RightGate
766.1111,766.1667,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
766.1334,766.5333,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
766.2667,766.3223,Hand,FailOnTouchObstacleLong,Pushed
766.2889,766.3223,Hand,FailOnTouchObstacleLong,RightGate
766.3155,767.0751,Hand,FailOnTouchObstacleLong,PickedUp
766.3334,766.3778,Hand,FailOnTouchObstacleLong,RightGate
766.3889,766.4,Hand,FailOnTouchObstacleLong,RightGate
766.6,766.6334,Hand,FailOnTouchObstacleLong,RightGate
766.6445,767.0,Hand,FailOnTouchObstacleLong,RightGate
767.0111,767.1223,Hand,FailOnTouchObstacleLong,RightGate
767.1445,767.1667,Hand,FailOnTouchObstacleLong,RightGate
767.3112,767.7333,Hand,FailOnTouchObstacleLong,RightGate
767.3889,767.7889,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
767.4222,768.2556,HandToWrist,FailOnTouchObstacleLong,RightGate
767.6111,768.1445,Hand,FailOnTouchObstacleMed-1,LeftGate
767.6667,768.1223,WristToElbow,FailOnTouchObstacleLong,RightGate
767.7111,768.0778,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
767.9127,,Hand,Target,PickedUp
768.0556,768.2778,Hand,FailOnTouchObstacleLong,RightGate
768.0889,768.4333,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
768.1445,768.7111,WristToElbow,FailOnTouchObstacleMed,LeftGate
768.3223,768.4889,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
768.3889,768.5,Hand,FailOnTouchObstacleShort-1,LeftGate
768.5111,768.6556,HandToWrist,FailOnTouchObstacleLong-1,RightGate
768.5556,768.6667,Hand,FailOnTouchObstacleLong-1,RightGate
768.5556,768.6667,Hand,FailOnTouchObstacleShort,RightGate
768.5667,768.6223,HandToWrist,FailOnTouchObstacleShort,RightGate
768.6334,768.7556,HandToWrist,FailOnTouchObstacleMed,LeftGate
768.6556,768.7667,Hand,FailOnTouchObstacleMed,LeftGate
