time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
577.5667,0.0476,0.7846,-0.3049,339.7627,358.0375,339.2122
577.5778,0.0475,0.7845,-0.305,339.8283,358.0598,339.1642
577.5889,0.0473,0.7845,-0.3053,339.9186,358.1197,339.0656
577.6,0.047,0.7846,-0.3055,340.0099,358.1498,338.9669
577.6111,0.0469,0.7847,-0.3058,340.1099,358.1492,338.8546
577.6223,0.0468,0.7847,-0.306,340.0907,358.0863,338.8699
577.6334,0.0467,0.7845,-0.3063,340.0012,357.9886,338.9643
577.6445,0.0466,0.7845,-0.3065,339.7937,357.733,339.2267
577.6556,0.0465,0.7846,-0.3067,339.7608,357.6093,339.2086
577.6667,0.0464,0.7846,-0.3069,339.8053,357.5901,339.0733
577.6778,0.046,0.785,-0.3074,339.9037,357.6566,338.9015
577.6889,0.0459,0.7851,-0.3077,339.9808,357.6772,338.8371
577.7,0.0458,0.7851,-0.308,339.9519,357.6161,338.8283
577.7111,0.0458,0.7851,-0.3081,339.8607,357.4777,338.9285
577.7222,0.0457,0.7851,-0.3083,339.7858,357.3381,338.9876
577.7333,0.0457,0.7851,-0.3084,339.7346,357.1566,339.0099
577.7444,0.0456,0.7852,-0.3087,339.7307,357.0064,339.0405
577.7556,0.0454,0.7853,-0.309,339.7589,356.9304,339.1095
577.7667,0.0455,0.7852,-0.3094,339.8168,356.9252,339.0292
577.7778,0.0455,0.7854,-0.3098,339.8757,356.926,338.9052
577.7889,0.0452,0.7852,-0.3099,339.8545,356.9559,338.8684
577.8,0.0454,0.7853,-0.3099,339.8063,356.9863,338.8541
577.8111,0.0454,0.7853,-0.3097,339.7136,356.986,338.916
577.8223,0.0455,0.7853,-0.3097,339.6128,356.9714,338.9864
577.8334,0.0455,0.7852,-0.3097,339.5254,356.9755,339.0828
577.8445,0.0457,0.7852,-0.3096,339.4571,356.9786,339.1951
577.8556,0.0459,0.7852,-0.3095,339.3838,356.9698,339.2106
577.8667,0.0459,0.7852,-0.3095,339.3416,356.9543,339.1927
577.8778,0.0461,0.7851,-0.3096,339.3768,356.95599999999996,339.1164
577.8889,0.0463,0.7851,-0.3096,339.4956,357.0076,339.0026
577.9,0.0466,0.7849,-0.3098,339.6797,357.1496,338.8353
577.9111,0.0468,0.7849,-0.3099,339.8149,357.2629,338.7383
577.9222,0.0469,0.7848,-0.3098,339.8997,357.3928,338.7908
577.9333,0.0471,0.7847,-0.3097,339.8933,357.4598,338.7849
577.9445,0.0474,0.7846,-0.3094,339.8584,357.517,338.744
577.9556,0.0477,0.7842,-0.3092,339.6823,357.5787,338.7644
577.9667,0.0479,0.7842,-0.3091,339.6479,357.6461,338.7951
577.9778,0.0481,0.7842,-0.3091,339.6613,357.7925,338.7878
577.9889,0.0485,0.7843,-0.3092,339.735,357.9939,338.6707
578.0,0.0488,0.7842,-0.3093,339.8431,358.1174,338.5394
578.0111,0.049,0.7842,-0.3095,339.9613,358.2362,338.3582
578.0222,0.0493,0.7842,-0.3096,340.0184,358.3383,338.306
578.0333,0.0499,0.7841,-0.3097,340.0317,358.3668,338.2805
578.0444,0.0502,0.7841,-0.3097,340.0132,358.3898,338.2951
578.0555,0.0507,0.784,-0.3096,339.8656,358.3719,338.4216
578.0667,0.0511,0.784,-0.3093,339.7578,358.366,338.4899
578.0778,0.0517,0.784,-0.3089,339.6699,358.4551,338.4313
578.0889,0.0521,0.784,-0.3086,339.6376,358.5914,338.4161
578.1,0.0527,0.7841,-0.3083,339.6539,358.8481,338.3472
578.1111,0.0534,0.7843,-0.3078,339.7492,359.3192,338.0677
578.1223,0.054000000000000006,0.7845,-0.3073,339.8414,359.7979,337.8748
578.1334,0.0547,0.7848,-0.3066,339.8365,0.1483,337.8372
578.1445,0.0557,0.7851,-0.3055,339.7453,0.3907,337.9089
578.1556,0.057,0.7856,-0.3042,339.6292,0.4483,337.9842
578.1667,0.0585,0.7859999999999999,-0.3028,339.5517,0.5178,337.9747
578.1778,0.0599,0.7866,-0.3015,339.5696,0.8099,337.7422
578.1889,0.0613,0.7873,-0.3002,339.6514,1.3134,337.3936
578.2,0.0627,0.7881,-0.2988,339.8844,2.1221,336.89599999999996
578.2111,0.0641,0.789,-0.297,340.0355,2.7886,336.8383
578.2222,0.0656,0.7899,-0.2951,339.8533,3.3841,337.14300000000003
578.2333,0.0673,0.7907,-0.2927,339.588,3.7274,337.3598
578.2444,0.0693,0.7913,-0.2898,339.19199999999995,4.0769,337.4268
578.2556,0.0713,0.7918,-0.2871,338.8076,4.4723,337.5069
578.2667,0.0732,0.7923,-0.2841,338.3467,4.9759,337.7784
578.2778,0.0752,0.7929,-0.2811,337.9694,5.6747,338.2001
578.2889,0.0773,0.7937,-0.2785,337.7271,6.4842,338.457
578.3,0.0793,0.7943,-0.2759,337.8132,7.5992,338.2169
578.3111,0.0812,0.7952,-0.2733,338.2141,8.7351,337.6646
578.3223,0.0833,0.7962,-0.2706,338.7706,9.6362,337.2216
578.3334,0.0855,0.7968,-0.2681,339.2418,10.2894,337.0399
578.3445,0.0875,0.7976,-0.2651,339.4997,10.6875,337.0116
578.3556,0.0895,0.7979,-0.2621,339.5088,11.0397,337.1019
578.3667,0.0915,0.7979,-0.2589,338.9763,11.1318,337.7206
578.3778,0.0933,0.7981,-0.256,338.6824,11.5284,338.0603
578.3889,0.0946,0.7981,-0.2532,338.4624,12.0757,338.2124
578.4,0.0957,0.7985,-0.2504,338.4142,12.7939,338.1823
578.4111,0.0971,0.7989,-0.2482,338.6983,13.6519,337.9455
578.4222,0.0983,0.7994,-0.2461,339.1445,14.5827,337.6419
578.4333,0.0999,0.7997,-0.2439,339.4081,15.4026,337.4616
578.4445,0.10099999999999999,0.8,-0.2419,339.5322,15.9432,337.4448
578.4556,0.1022,0.7999,-0.2395,339.3007,16.1209,337.7894
578.4667,0.1034,0.7999,-0.2372,339.1258,16.2762,337.9839
578.4778,0.1044,0.7999,-0.2353,339.1043,16.2916,338.0983
578.4889,0.1052,0.8,-0.2336,339.3172,16.3857,338.189
578.5,0.1055,0.8003,-0.2319,339.6108,16.5532,338.2105
578.5111,0.1059,0.8002,-0.2304,339.8175,16.7398,338.2691
578.5222,0.1061,0.8001,-0.2289,339.9859,16.7944,338.3922
578.5333,0.1064,0.7999,-0.2273,340.0598,16.8528,338.524
578.5444,0.1068,0.7994,-0.2257,339.9859,16.8797,338.7198
578.5555,0.107,0.7987,-0.22399999999999998,339.9675,17.0269,338.9298
578.5667,0.1071,0.7984,-0.2225,339.9905,17.2352,339.2568
578.5778,0.1076,0.7983,-0.2215,340.2005,17.3686,339.3685
578.5889,0.1082,0.7979999999999999,-0.2201,340.4048,17.4738,339.3172
578.6,0.1088,0.7976,-0.21899999999999997,340.6701,17.6379,339.0875
578.6111,0.1091,0.7975,-0.2181,340.8571,17.727999999999998,339.10400000000004
578.6223,0.1092,0.7969,-0.2169,340.811,17.7165,339.2956
578.6334,0.1095,0.7965,-0.2158,340.7014,17.6971,339.5026
578.6445,0.1097,0.7959,-0.2147,340.375,17.659000000000002,339.8335
578.6556,0.1098,0.7952,-0.2136,340.1697,17.6535,340.1527
578.6667,0.1096,0.7951,-0.2127,340.0406,17.771,340.4422
578.6778,0.1098,0.795,-0.2124,340.1615,17.8368,340.3574
578.6889,0.1099,0.7947,-0.2118,340.3333,17.8447,340.1147
578.7,0.1102,0.7942,-0.2114,340.6036,17.7316,339.7706
578.7111,0.1103,0.7939,-0.2108,340.7802,17.5535,339.6856
578.7222,0.1104,0.7935,-0.2103,340.837,17.4256,339.57
578.7333,0.1102,0.7929999999999999,-0.2101,340.6035,17.6183,339.7586
578.7444,0.1099,0.7926,-0.2097,340.1289,17.7665,340.5505
578.7556,0.1098,0.7922,-0.2095,339.6476,17.7534,341.2103
578.7667,0.1097,0.7919,-0.2091,339.3306,17.6647,341.5236
578.7778,0.1101,0.7918,-0.2092,339.2988,17.188,341.3741
578.7889,0.1105,0.7916,-0.209,339.2709,16.854,341.2909
578.8,0.1105,0.7917,-0.2088,339.3618,16.5939,341.0502
578.8111,0.1103,0.7914,-0.2088,339.4353,16.4767,340.85400000000004
578.8223,0.1102,0.7914,-0.2089,339.5439,16.6719,340.7334
