time,FailOnTouchObstacleLong_pos_x,FailOnTouchObstacleLong_pos_y,FailOnTouchObstacleLong_pos_z,FailOnTouchObstacleLong_rot_x,FailOnTouchObstacleLong_rot_y,FailOnTouchObstacleLong_rot_z
925.8223,-0.0125,0.79,-0.105,0.0,0.0,0.0
925.8334,-0.0125,0.79,-0.105,0.0002,0.0002,0.0002
925.8445,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
925.8556,-0.0125,0.79,-0.105,0.0005,0.0005,0.0005
925.8667,-0.0125,0.79,-0.105,0.0005,0.0005,0.0005
925.8778,-0.0125,0.79,-0.105,0.0005,0.0005,0.0005
925.8889,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
925.9,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
925.9111,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
925.9222,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
925.9333,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
925.9445,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
925.9556,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
925.9667,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
925.9778,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
925.9889,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.0,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.0111,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.0222,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.0334,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.0445,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.0556,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.0667,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.0778,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.0889,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.1,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.1111,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.1223,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.1334,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.1445,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.1556,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.1667,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.1778,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.1889,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.2,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.2111,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.2222,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.2333,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.2444,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.2556,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.2667,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.2778,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.2889,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.3,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.3112,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.3223,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.3334,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.3445,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.3556,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.3667,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.3778,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.3889,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.4,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.4111,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.4222,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.4333,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.4445,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.4556,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.4667,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.4778,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.4889,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.5,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.5111,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.5222,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.5334,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.5445,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.5556,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.5667,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.5778,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.5889,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.6,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
926.6111,-0.0125,0.79,-0.105,0.0004,0.0004,0.0004
