object,x,y,z,width,height,depth
Target,0.3025,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleMed,-0.1175,0.79,0.155,0.1,0.12,0.04999995
FailOnTouchObstacleShort,0.0625,0.79,-0.035,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong,0.0625,0.79,0.065,0.15,0.12,0.05000001
FailOnTouchObstacleLong-1,-0.0975,0.79,-0.155,0.15,0.12,0.05000001
FailOnTouchObstacleMed-1,-0.1875,0.79,-0.015,0.1,0.12,0.04999995
FailOnTouchObstacleShort-1,0.1325,0.79,-0.155,0.04999995,0.12,0.04999995
