start_time,end_time,dominant_object,non_dominant_object,interaction_type
516.8911,517.6396,Hand,FailOnTouchObstacleShort,PickedUp
518.187,518.8238,Hand,FailOnTouchObstacleLong,PickedUp
518.2,518.9111,Hand,FailOnTouchObstacleLong,LeftGate
518.2111,518.6223,Hand,FailOnTouchObstacleMed,LeftGate
518.5222,519.4667,Hand,FailOnTouchObstacleShort,RightGate
518.5778,519.4667,HandToWrist,FailOnTouchObstacleShort,RightGate
518.9778,519.2444,Hand,FailOnTouchObstacleMed,LeftGate
519.0555,519.3778,HandToWrist,FailOnTouchObstacleMed,LeftGate
519.1778,520.7778,WristToElbow,FailOnTouchObstacleMed,LeftGate
519.6,519.7889,Hand,FailOnTouchObstacleShort-1,Pushed
519.6334,519.6556,Hand,FailOnTouchObstacleMed-1,RightGate
519.6334,519.6556,Hand,FailOnTouchObstacleLong-1,LeftGate
519.6334,519.7111,Hand,FailOnTouchObstacleShort-1,RightGate
519.6503,520.5329,Hand,FailOnTouchObstacleShort-1,PickedUp
519.9,521.0889,HandToWrist,FailOnTouchObstacleMed,LeftGate
519.9667,520.6334,Hand,FailOnTouchObstacleShort-1,RightGate
520.1778,520.5667,Hand,FailOnTouchObstacleShort-1,LeftGate
520.2222,520.9778,Hand,FailOnTouchObstacleMed,LeftGate
520.9333,522.1445,WristToElbow,FailOnTouchObstacleMed,LeftGate
521.0555,521.2444,Hand,FailOnTouchObstacleShort-1,LeftGate
521.0555,521.0889,Hand,FailOnTouchObstacleShort,RightGate
521.1,521.3445,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
521.1556,521.3222,Hand,FailOnTouchObstacleLong-1,LeftGate
521.1556,521.3222,Hand,FailOnTouchObstacleMed-1,RightGate
521.1667,521.9667,Hand,FailOnTouchObstacleLong,RightGate
521.1889,521.2111,WristToElbow,FailOnTouchObstacleShort,RightGate
521.2,521.4778,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
521.2,521.4778,HandToWrist,FailOnTouchObstacleMed-1,RightGate
521.2111,521.9445,HandToWrist,FailOnTouchObstacleLong,RightGate
521.2111,521.9889,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
521.3111,521.9,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
521.3111,521.9,WristToElbow,FailOnTouchObstacleMed-1,RightGate
521.3445,521.8334,WristToElbow,FailOnTouchObstacleLong,RightGate
521.4889,521.7333,Hand,Target,Pushed
521.5952,,Hand,Target,PickedUp
521.7556,521.9889,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
521.7556,521.9889,HandToWrist,FailOnTouchObstacleMed-1,RightGate
521.8778,522.0,Hand,FailOnTouchObstacleMed-1,RightGate
521.8778,522.0,Hand,FailOnTouchObstacleLong-1,LeftGate
521.8889,522.0555,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
521.9445,522.0667,Hand,FailOnTouchObstacleShort-1,LeftGate
522.0555,522.0778,Hand,FailOnTouchObstacleShort,RightGate
522.0778,522.2111,HandToWrist,FailOnTouchObstacleMed,LeftGate
522.1111,522.2222,Hand,FailOnTouchObstacleMed,LeftGate
