object,x,y,z,width,height,depth
Target,-0.2175,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleLong,-0.1475,0.79,0.115,0.15,0.12,0.05000001
FailOnTouchObstacleShort,-0.1775,0.79,0.045,0.04999995,0.12,0.04999995
FailOnTouchObstacleMed,-0.2175,0.79,-0.055,0.1,0.12,0.04999995
FailOnTouchObstacleLong-1,0.0425,0.79,0.135,0.15,0.12,0.05000001
FailOnTouchObstacleShort-1,0.2025,0.79,0.165,0.04999995,0.12,0.04999995
FailOnTouchObstacleMed-1,0.2625,0.79,-0.115,0.1,0.12,0.04999995
