start_time,end_time,dominant_object,non_dominant_object,interaction_type
112.5,113.9667,Hand,FailOnTouchObstacleLong,Pushed
112.5333,112.5667,Hand,FailOnTouchObstacleLong,LeftGate
112.5333,114.3778,Hand,FailOnTouchObstacleMed,RightGate
112.5632,113.8248,Hand,FailOnTouchObstacleLong,PickedUp
112.5889,113.3889,Hand,FailOnTouchObstacleLong,LeftGate
112.8889,114.4778,HandToWrist,FailOnTouchObstacleMed,RightGate
113.8444,113.9222,Hand,FailOnTouchObstacleLong,LeftGate
114.3556,116.1444,WristToElbow,FailOnTouchObstacleMed,RightGate
114.4111,114.6111,Hand,FailOnTouchObstacleLong,LeftGate
114.4556,114.7222,HandToWrist,FailOnTouchObstacleLong,LeftGate
114.5556,115.9889,WristToElbow,FailOnTouchObstacleLong,LeftGate
114.5778,114.8,Hand,FailOnTouchObstacleShort,RightGate
114.5778,114.8,Hand,FailOnTouchObstacleMed-1,RightGate
114.6222,115.0778,HandToWrist,FailOnTouchObstacleShort,RightGate
114.6222,115.0778,HandToWrist,FailOnTouchObstacleMed-1,RightGate
114.7778,115.7556,WristToElbow,FailOnTouchObstacleShort,RightGate
114.7778,115.7556,WristToElbow,FailOnTouchObstacleMed-1,RightGate
115.1444,115.5333,Hand,Target,Pushed
115.2199,,Hand,Target,PickedUp
115.5111,115.9222,HandToWrist,FailOnTouchObstacleMed-1,RightGate
115.5111,115.9222,HandToWrist,FailOnTouchObstacleShort,RightGate
115.7222,115.9445,Hand,FailOnTouchObstacleMed-1,RightGate
115.7222,115.9445,Hand,FailOnTouchObstacleShort,RightGate
115.8333,116.1,HandToWrist,FailOnTouchObstacleLong,LeftGate
115.9445,116.1111,Hand,FailOnTouchObstacleLong,LeftGate
116.0444,116.2222,HandToWrist,FailOnTouchObstacleMed,RightGate
116.1111,116.2222,Hand,FailOnTouchObstacleMed,RightGate
