object,x,y,z,width,height,depth
Target,0.1425,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleShort,0.2725,0.79,0.135,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong,0.0625,0.79,0.035,0.15,0.12,0.05000001
FailOnTouchObstacleMed,-0.2475,0.79,0.095,0.1,0.12,0.04999995
FailOnTouchObstacleMed-1,0.0825,0.79,-0.185,0.1,0.12,0.04999995
FailOnTouchObstacleLong-1,-0.2075,0.79,-0.115,0.15,0.12,0.05000001
FailOnTouchObstacleShort-1,0.1525,0.79,-0.075,0.04999995,0.12,0.04999995
