time,FailOnTouchObstacleLong-1_pos_x,FailOnTouchObstacleLong-1_pos_y,FailOnTouchObstacleLong-1_pos_z,FailOnTouchObstacleLong-1_rot_x,FailOnTouchObstacleLong-1_rot_y,FailOnTouchObstacleLong-1_rot_z
706.9556,0.0425,0.79,0.055,0.0,0.0,0.0
706.9667,0.0425,0.79,0.055,0.0002,0.0002,0.0002
706.9778,0.0425,0.79,0.055,0.0004,0.0004,0.0004
706.9889,0.0425,0.79,0.055,0.0005,0.0005,0.0005
707.0,0.0425,0.79,0.055,0.0005,0.0005,0.0005
707.0111,0.0425,0.79,0.055,0.0005,0.0005,0.0005
707.0222,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.0333,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.0444,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.0556,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.0667,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.0778,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.0889,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.1,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.1111,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.1223,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.1334,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.1445,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.1556,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.1667,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.1778,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.1889,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.2,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.2111,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.2222,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.2333,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.2444,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.2556,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.2667,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.2778,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.2889,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.3,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.3112,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.3223,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.3334,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.3445,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.3556,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.3667,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.3778,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.3889,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.4,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.4111,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.4222,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.4333,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.4445,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.4556,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.4667,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.4778,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.4889,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.5,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.5111,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.5222,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.5333,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.5444,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.5556,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.5667,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.5778,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.5889,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.6,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.6111,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.6223,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.6334,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.6445,0.0425,0.79,0.055,0.0004,0.0004,0.0004
707.6556,0.0425,0.79,0.055,0.0004,0.0004,0.0004
