start_time,end_time,dominant_object,non_dominant_object,interaction_type
499.2222,499.4111,Hand,FailOnTouchObstacleMed,RightGate
499.2222,499.4111,Hand,FailOnTouchObstacleLong,RightGate
499.2556,499.5,HandToWrist,FailOnTouchObstacleMed,RightGate
499.2556,499.5,HandToWrist,FailOnTouchObstacleLong,RightGate
499.3667,505.9445,WristToElbow,FailOnTouchObstacleMed,RightGate
499.3667,505.9445,WristToElbow,FailOnTouchObstacleLong,RightGate
500.7154,501.5976,Hand,FailOnTouchObstacleLong-1,PickedUp
501.4556,501.7667,Hand,FailOnTouchObstacleLong-1,RightGate
502.8153,504.2228,Hand,FailOnTouchObstacleLong-1,PickedUp
503.1667,504.7444,Hand,FailOnTouchObstacleMed-1,RightGate
503.3889,504.0556,HandToWrist,FailOnTouchObstacleMed-1,RightGate
504.4556,504.6333,HandToWrist,FailOnTouchObstacleMed-1,RightGate
504.8556,505.9111,Hand,FailOnTouchObstacleMed-1,RightGate
505.0334,506.0,HandToWrist,FailOnTouchObstacleMed-1,RightGate
505.2556,507.7333,WristToElbow,FailOnTouchObstacleMed-1,RightGate
506.8254,,Hand,Target,PickedUp
507.2333,507.8445,HandToWrist,FailOnTouchObstacleMed-1,RightGate
507.2333,507.9556,Hand,FailOnTouchObstacleMed-1,RightGate
507.2667,509.1333,WristToElbow,FailOnTouchObstacleMed,RightGate
507.2667,509.1333,WristToElbow,FailOnTouchObstacleLong,RightGate
508.8445,509.2778,HandToWrist,FailOnTouchObstacleLong,RightGate
508.8445,509.2778,HandToWrist,FailOnTouchObstacleMed,RightGate
508.9111,509.3222,Hand,FailOnTouchObstacleLong,RightGate
508.9111,509.3222,Hand,FailOnTouchObstacleMed,RightGate
